"GEO_ID","NAME","B01003_001E","B01003_001M",
"1500000US170310307033","Block Group 3, Census Tract 307.03, Cook County, Illinois","1526","305",
"1500000US170310307061","Block Group 1, Census Tract 307.06, Cook County, Illinois","1836","404",
"1500000US170310307062","Block Group 2, Census Tract 307.06, Cook County, Illinois","938","345",
"1500000US170310308001","Block Group 1, Census Tract 308, Cook County, Illinois","962","284",
"1500000US170310308002","Block Group 2, Census Tract 308, Cook County, Illinois","1325","454",
"1500000US170310308003","Block Group 3, Census Tract 308, Cook County, Illinois","1055","204",
"1500000US170310308004","Block Group 4, Census Tract 308, Cook County, Illinois","1047","324",
"1500000US170310309001","Block Group 1, Census Tract 309, Cook County, Illinois","410","168",
"1500000US170310309002","Block Group 2, Census Tract 309, Cook County, Illinois","1157","221",
"1500000US170310309003","Block Group 3, Census Tract 309, Cook County, Illinois","940","286",
"1500000US170310309004","Block Group 4, Census Tract 309, Cook County, Illinois","546","165",
"1500000US170310310001","Block Group 1, Census Tract 310, Cook County, Illinois","984","251",
"1500000US170310310002","Block Group 2, Census Tract 310, Cook County, Illinois","1085","240",
"1500000US170310310003","Block Group 3, Census Tract 310, Cook County, Illinois","1778","397",
"1500000US170310311001","Block Group 1, Census Tract 311, Cook County, Illinois","1690","501",
"1500000US170310311002","Block Group 2, Census Tract 311, Cook County, Illinois","1382","341",
"1500000US170310311003","Block Group 3, Census Tract 311, Cook County, Illinois","1524","255",
"1500000US170310312001","Block Group 1, Census Tract 312, Cook County, Illinois","842","292",
"1500000US170310312002","Block Group 2, Census Tract 312, Cook County, Illinois","2710","997",
"1500000US170310312003","Block Group 3, Census Tract 312, Cook County, Illinois","1562","588",
"1500000US170310312004","Block Group 4, Census Tract 312, Cook County, Illinois","1121","342",
"1500000US170310313001","Block Group 1, Census Tract 313, Cook County, Illinois","927","239",
"1500000US170310313002","Block Group 2, Census Tract 313, Cook County, Illinois","1435","360",
"1500000US170310313003","Block Group 3, Census Tract 313, Cook County, Illinois","876","487",
"1500000US170310313004","Block Group 4, Census Tract 313, Cook County, Illinois","3053","662",
"1500000US170310313005","Block Group 5, Census Tract 313, Cook County, Illinois","1505","319",
"1500000US170310314001","Block Group 1, Census Tract 314, Cook County, Illinois","980","286",
"1500000US170310314002","Block Group 2, Census Tract 314, Cook County, Illinois","585","204",
"1500000US170310314003","Block Group 3, Census Tract 314, Cook County, Illinois","1080","320",
"1500000US170310314004","Block Group 4, Census Tract 314, Cook County, Illinois","1091","292",
"1500000US170310314005","Block Group 5, Census Tract 314, Cook County, Illinois","1104","295",
"1500000US170310315011","Block Group 1, Census Tract 315.01, Cook County, Illinois","923","207",
"1500000US170310315012","Block Group 2, Census Tract 315.01, Cook County, Illinois","2681","848",
"1500000US170310315013","Block Group 3, Census Tract 315.01, Cook County, Illinois","1190","325",
"1500000US170310315021","Block Group 1, Census Tract 315.02, Cook County, Illinois","1372","361",
"1500000US170310315022","Block Group 2, Census Tract 315.02, Cook County, Illinois","1071","228",
"1500000US170310315023","Block Group 3, Census Tract 315.02, Cook County, Illinois","2250","456",
"1500000US170310317001","Block Group 1, Census Tract 317, Cook County, Illinois","2568","1124",
"1500000US170310317002","Block Group 2, Census Tract 317, Cook County, Illinois","1495","402",
"1500000US170310317003","Block Group 3, Census Tract 317, Cook County, Illinois","1382","286",
"1500000US170310317004","Block Group 4, Census Tract 317, Cook County, Illinois","1364","334",
"1500000US170310318001","Block Group 1, Census Tract 318, Cook County, Illinois","1976","274",
"1500000US170310319001","Block Group 1, Census Tract 319, Cook County, Illinois","1202","239",
"1500000US170310319002","Block Group 2, Census Tract 319, Cook County, Illinois","1351","333",
"1500000US170310321001","Block Group 1, Census Tract 321, Cook County, Illinois","1226","454",
"1500000US170310321002","Block Group 2, Census Tract 321, Cook County, Illinois","812","344",
"1500000US170310321003","Block Group 3, Census Tract 321, Cook County, Illinois","1544","664",
"1500000US170310321004","Block Group 4, Census Tract 321, Cook County, Illinois","2187","888",
"1500000US170310321005","Block Group 5, Census Tract 321, Cook County, Illinois","1397","405",
"1500000US170310401001","Block Group 1, Census Tract 401, Cook County, Illinois","1259","280",
"1500000US170310401002","Block Group 2, Census Tract 401, Cook County, Illinois","1784","370",
"1500000US170310401003","Block Group 3, Census Tract 401, Cook County, Illinois","891","210",
"1500000US170310402011","Block Group 1, Census Tract 402.01, Cook County, Illinois","1677","496",
"1500000US170310402012","Block Group 2, Census Tract 402.01, Cook County, Illinois","1619","590",
"1500000US170310402013","Block Group 3, Census Tract 402.01, Cook County, Illinois","1419","350",
"1500000US170310402014","Block Group 4, Census Tract 402.01, Cook County, Illinois","2160","661",
"1500000US170310402021","Block Group 1, Census Tract 402.02, Cook County, Illinois","913","514",
"1500000US170310402022","Block Group 2, Census Tract 402.02, Cook County, Illinois","2292","620",
"1500000US170310402023","Block Group 3, Census Tract 402.02, Cook County, Illinois","1539","482",
"1500000US170310402024","Block Group 4, Census Tract 402.02, Cook County, Illinois","2683","1020",
"1500000US170310403001","Block Group 1, Census Tract 403, Cook County, Illinois","1003","325",
"1500000US170310403002","Block Group 2, Census Tract 403, Cook County, Illinois","1154","274",
"1500000US170310403003","Block Group 3, Census Tract 403, Cook County, Illinois","687","197",
"1500000US170310404011","Block Group 1, Census Tract 404.01, Cook County, Illinois","1046","373",
"1500000US170310404012","Block Group 2, Census Tract 404.01, Cook County, Illinois","686","223",
"1500000US170310404013","Block Group 3, Census Tract 404.01, Cook County, Illinois","682","207",
"1500000US170310404014","Block Group 4, Census Tract 404.01, Cook County, Illinois","1028","327",
"1500000US170310404021","Block Group 1, Census Tract 404.02, Cook County, Illinois","539","208",
"1500000US170310404022","Block Group 2, Census Tract 404.02, Cook County, Illinois","712","242",
"1500000US170310404023","Block Group 3, Census Tract 404.02, Cook County, Illinois","1259","284",
"1500000US170310404024","Block Group 4, Census Tract 404.02, Cook County, Illinois","603","170",
"1500000US170310404025","Block Group 5, Census Tract 404.02, Cook County, Illinois","1683","356",
"1500000US170310406001","Block Group 1, Census Tract 406, Cook County, Illinois","651","247",
"1500000US170310406002","Block Group 2, Census Tract 406, Cook County, Illinois","974","291",
"1500000US170310406003","Block Group 3, Census Tract 406, Cook County, Illinois","1010","292",
"1500000US170310407001","Block Group 1, Census Tract 407, Cook County, Illinois","711","234",
"1500000US170310407002","Block Group 2, Census Tract 407, Cook County, Illinois","1031","317",
"1500000US170310407003","Block Group 3, Census Tract 407, Cook County, Illinois","688","159",
"1500000US170310407004","Block Group 4, Census Tract 407, Cook County, Illinois","890","219",
"1500000US170310408001","Block Group 1, Census Tract 408, Cook County, Illinois","742","165",
"1500000US170310408002","Block Group 2, Census Tract 408, Cook County, Illinois","887","164",
"1500000US170310409001","Block Group 1, Census Tract 409, Cook County, Illinois","1338","217",
"1500000US170310409002","Block Group 2, Census Tract 409, Cook County, Illinois","472","135",
"1500000US170310501001","Block Group 1, Census Tract 501, Cook County, Illinois","823","235",
"1500000US170310501002","Block Group 2, Census Tract 501, Cook County, Illinois","2009","326",
"1500000US170310502001","Block Group 1, Census Tract 502, Cook County, Illinois","821","307",
"1500000US170310502002","Block Group 2, Census Tract 502, Cook County, Illinois","2951","745",
"1500000US170310502003","Block Group 3, Census Tract 502, Cook County, Illinois","1822","512",
"1500000US170310503001","Block Group 1, Census Tract 503, Cook County, Illinois","871","224",
"1500000US170310503002","Block Group 2, Census Tract 503, Cook County, Illinois","676","209",
"1500000US170310503003","Block Group 3, Census Tract 503, Cook County, Illinois","1003","360",
"1500000US170310505001","Block Group 1, Census Tract 505, Cook County, Illinois","1272","338",
"1500000US170310505002","Block Group 2, Census Tract 505, Cook County, Illinois","1445","375",
"1500000US170310505003","Block Group 3, Census Tract 505, Cook County, Illinois","980","462",
"1500000US170310505004","Block Group 4, Census Tract 505, Cook County, Illinois","1228","457",
"1500000US170310505005","Block Group 5, Census Tract 505, Cook County, Illinois","986","454",
"1500000US170310506001","Block Group 1, Census Tract 506, Cook County, Illinois","1025","232",
"1500000US170310506002","Block Group 2, Census Tract 506, Cook County, Illinois","1153","249",
"1500000US170310507001","Block Group 1, Census Tract 507, Cook County, Illinois","1435","222",
"1500000US170310508001","Block Group 1, Census Tract 508, Cook County, Illinois","1527","332",
"1500000US170310509001","Block Group 1, Census Tract 509, Cook County, Illinois","1452","226",
"1500000US170310510001","Block Group 1, Census Tract 510, Cook County, Illinois","1783","216",
"1500000US170310511001","Block Group 1, Census Tract 511, Cook County, Illinois","1820","290",
"1500000US170310512001","Block Group 1, Census Tract 512, Cook County, Illinois","729","167",
"1500000US170310512002","Block Group 2, Census Tract 512, Cook County, Illinois","802","176",
"1500000US170310513001","Block Group 1, Census Tract 513, Cook County, Illinois","1069","225",
"1500000US170310513002","Block Group 2, Census Tract 513, Cook County, Illinois","1864","444",
"1500000US170310514001","Block Group 1, Census Tract 514, Cook County, Illinois","1217","250",
"1500000US170310514002","Block Group 2, Census Tract 514, Cook County, Illinois","1003","307",
"1500000US170310601001","Block Group 1, Census Tract 601, Cook County, Illinois","761","174",
"1500000US170310601002","Block Group 2, Census Tract 601, Cook County, Illinois","1331","333",
"1500000US170310601003","Block Group 3, Census Tract 601, Cook County, Illinois","1017","313",
"1500000US170310602001","Block Group 1, Census Tract 602, Cook County, Illinois","1466","316",
"1500000US170310602002","Block Group 2, Census Tract 602, Cook County, Illinois","725","178",
"1500000US170310603001","Block Group 1, Census Tract 603, Cook County, Illinois","1475","281",
"1500000US170310603002","Block Group 2, Census Tract 603, Cook County, Illinois","1443","435",
"1500000US170310604001","Block Group 1, Census Tract 604, Cook County, Illinois","1674","305",
"1500000US170310604002","Block Group 2, Census Tract 604, Cook County, Illinois","1114","360",
"1500000US170310604003","Block Group 3, Census Tract 604, Cook County, Illinois","1193","276",
"1500000US170310605001","Block Group 1, Census Tract 605, Cook County, Illinois","1233","170",
"1500000US170310608001","Block Group 1, Census Tract 608, Cook County, Illinois","1150","255",
"1500000US170310608002","Block Group 2, Census Tract 608, Cook County, Illinois","0","12",
"1500000US170310608003","Block Group 3, Census Tract 608, Cook County, Illinois","1861","514",
"1500000US170310608004","Block Group 4, Census Tract 608, Cook County, Illinois","2214","485",
"1500000US170310609001","Block Group 1, Census Tract 609, Cook County, Illinois","910","240",
"1500000US170310609002","Block Group 2, Census Tract 609, Cook County, Illinois","0","12",
"1500000US170310609003","Block Group 3, Census Tract 609, Cook County, Illinois","1374","510",
"1500000US170310609004","Block Group 4, Census Tract 609, Cook County, Illinois","624","570",
"1500000US170310609005","Block Group 5, Census Tract 609, Cook County, Illinois","1827","465",
"1500000US170310609006","Block Group 6, Census Tract 609, Cook County, Illinois","2080","856",
"1500000US170310610001","Block Group 1, Census Tract 610, Cook County, Illinois","2224","373",
"1500000US170310611001","Block Group 1, Census Tract 611, Cook County, Illinois","1431","238",
"1500000US170310612001","Block Group 1, Census Tract 612, Cook County, Illinois","2161","272",
"1500000US170310615001","Block Group 1, Census Tract 615, Cook County, Illinois","2051","226",
"1500000US170310618001","Block Group 1, Census Tract 618, Cook County, Illinois","1409","188",
"1500000US170310619011","Block Group 1, Census Tract 619.01, Cook County, Illinois","686","206",
"1500000US170310619012","Block Group 2, Census Tract 619.01, Cook County, Illinois","1036","282",
"1500000US170310619013","Block Group 3, Census Tract 619.01, Cook County, Illinois","651","169",
"1500000US170310619014","Block Group 4, Census Tract 619.01, Cook County, Illinois","1011","335",
"1500000US170310619021","Block Group 1, Census Tract 619.02, Cook County, Illinois","954","214",
"1500000US170310619022","Block Group 2, Census Tract 619.02, Cook County, Illinois","2121","723",
"1500000US170310619023","Block Group 3, Census Tract 619.02, Cook County, Illinois","1532","327",
"1500000US170310619024","Block Group 4, Census Tract 619.02, Cook County, Illinois","0","12",
"1500000US170310620001","Block Group 1, Census Tract 620, Cook County, Illinois","2285","400",
"1500000US170310620002","Block Group 2, Census Tract 620, Cook County, Illinois","772","182",
"1500000US170310621001","Block Group 1, Census Tract 621, Cook County, Illinois","1112","308",
"1500000US170310621002","Block Group 2, Census Tract 621, Cook County, Illinois","916","220",
"1500000US170310621003","Block Group 3, Census Tract 621, Cook County, Illinois","1682","441",
"1500000US170310622001","Block Group 1, Census Tract 622, Cook County, Illinois","1404","297",
"1500000US170310622002","Block Group 2, Census Tract 622, Cook County, Illinois","1848","607",
"1500000US170310623001","Block Group 1, Census Tract 623, Cook County, Illinois","1616","229",
"1500000US170310624001","Block Group 1, Census Tract 624, Cook County, Illinois","1510","173",
"1500000US170310625001","Block Group 1, Census Tract 625, Cook County, Illinois","1580","238",
"1500000US170310626001","Block Group 1, Census Tract 626, Cook County, Illinois","2438","399",
"1500000US170310627001","Block Group 1, Census Tract 627, Cook County, Illinois","745","229",
"1500000US170310627002","Block Group 2, Census Tract 627, Cook County, Illinois","966","272",
"1500000US170310627003","Block Group 3, Census Tract 627, Cook County, Illinois","1261","280",
"1500000US170310628001","Block Group 1, Census Tract 628, Cook County, Illinois","923","215",
"1500000US170310628002","Block Group 2, Census Tract 628, Cook County, Illinois","1137","277",
"1500000US170310628003","Block Group 3, Census Tract 628, Cook County, Illinois","1383","400",
"1500000US170310629001","Block Group 1, Census Tract 629, Cook County, Illinois","1100","204",
"1500000US170310629002","Block Group 2, Census Tract 629, Cook County, Illinois","1191","265",
"1500000US170310629003","Block Group 3, Census Tract 629, Cook County, Illinois","1468","410",
"1500000US170310630001","Block Group 1, Census Tract 630, Cook County, Illinois","1260","217",
"1500000US170310630002","Block Group 2, Census Tract 630, Cook County, Illinois","1566","430",
"1500000US170310630003","Block Group 3, Census Tract 630, Cook County, Illinois","680","138",
"1500000US170310631001","Block Group 1, Census Tract 631, Cook County, Illinois","1305","243",
"1500000US170310631002","Block Group 2, Census Tract 631, Cook County, Illinois","1004","160",
"1500000US170310632001","Block Group 1, Census Tract 632, Cook County, Illinois","1251","360",
"1500000US170310632002","Block Group 2, Census Tract 632, Cook County, Illinois","763","256",
"1500000US170310632003","Block Group 3, Census Tract 632, Cook County, Illinois","745","271",
"1500000US170310632004","Block Group 4, Census Tract 632, Cook County, Illinois","1182","302",
"1500000US170310632005","Block Group 5, Census Tract 632, Cook County, Illinois","681","259",
"1500000US170310632006","Block Group 6, Census Tract 632, Cook County, Illinois","1663","633",
"1500000US170310633011","Block Group 1, Census Tract 633.01, Cook County, Illinois","870","179",
"1500000US170310633012","Block Group 2, Census Tract 633.01, Cook County, Illinois","1148","360",
"1500000US170310633013","Block Group 3, Census Tract 633.01, Cook County, Illinois","907","220",
"1500000US170310633021","Block Group 1, Census Tract 633.02, Cook County, Illinois","1538","433",
"1500000US170310633022","Block Group 2, Census Tract 633.02, Cook County, Illinois","705","186",
"1500000US170310633023","Block Group 3, Census Tract 633.02, Cook County, Illinois","543","173",
"1500000US170310633024","Block Group 4, Census Tract 633.02, Cook County, Illinois","1081","301",
"1500000US170310633031","Block Group 1, Census Tract 633.03, Cook County, Illinois","536","76",
"1500000US170310633032","Block Group 2, Census Tract 633.03, Cook County, Illinois","624","95",
"1500000US170310634001","Block Group 1, Census Tract 634, Cook County, Illinois","1603","376",
"1500000US170310634002","Block Group 2, Census Tract 634, Cook County, Illinois","1025","188",
"1500000US170310701011","Block Group 1, Census Tract 701.01, Cook County, Illinois","1715","625",
"1500000US170310701012","Block Group 2, Census Tract 701.01, Cook County, Illinois","843","229",
"1500000US170310701013","Block Group 3, Census Tract 701.01, Cook County, Illinois","1290","329",
"1500000US170310701021","Block Group 1, Census Tract 701.02, Cook County, Illinois","1577","360",
"1500000US170310701022","Block Group 2, Census Tract 701.02, Cook County, Illinois","984","341",
"1500000US170310701023","Block Group 3, Census Tract 701.02, Cook County, Illinois","833","251",
"1500000US170310701031","Block Group 1, Census Tract 701.03, Cook County, Illinois","726","137",
"1500000US170310701032","Block Group 2, Census Tract 701.03, Cook County, Illinois","743","127",
"1500000US170310702001","Block Group 1, Census Tract 702, Cook County, Illinois","1921","573",
"1500000US170310702002","Block Group 2, Census Tract 702, Cook County, Illinois","1379","581",
"1500000US170310702003","Block Group 3, Census Tract 702, Cook County, Illinois","960","164",
"1500000US170310703001","Block Group 1, Census Tract 703, Cook County, Illinois","2178","295",
"1500000US170310703002","Block Group 2, Census Tract 703, Cook County, Illinois","1551","597",
"1500000US170310704001","Block Group 1, Census Tract 704, Cook County, Illinois","945","180",
"1500000US170310704002","Block Group 2, Census Tract 704, Cook County, Illinois","1052","227",
"1500000US170310704003","Block Group 3, Census Tract 704, Cook County, Illinois","1280","361",
"1500000US170310705001","Block Group 1, Census Tract 705, Cook County, Illinois","789","160",
"1500000US170310705002","Block Group 2, Census Tract 705, Cook County, Illinois","1115","314",
"1500000US170310705003","Block Group 3, Census Tract 705, Cook County, Illinois","1352","298",
"1500000US170310706001","Block Group 1, Census Tract 706, Cook County, Illinois","1851","367",
"1500000US170310706002","Block Group 2, Census Tract 706, Cook County, Illinois","1454","687",
"1500000US170310707001","Block Group 1, Census Tract 707, Cook County, Illinois","2499","466",
"1500000US170310707002","Block Group 2, Census Tract 707, Cook County, Illinois","1381","391",
"1500000US170310710001","Block Group 1, Census Tract 710, Cook County, Illinois","2798","441",
"1500000US170310710002","Block Group 2, Census Tract 710, Cook County, Illinois","2038","644",
"1500000US170310711001","Block Group 1, Census Tract 711, Cook County, Illinois","1782","312",
"1500000US170310711002","Block Group 2, Census Tract 711, Cook County, Illinois","1615","525",
"1500000US170310712001","Block Group 1, Census Tract 712, Cook County, Illinois","976","234",
"1500000US170310712002","Block Group 2, Census Tract 712, Cook County, Illinois","1018","287",
"1500000US170310713001","Block Group 1, Census Tract 713, Cook County, Illinois","2222","381",
"1500000US170310713002","Block Group 2, Census Tract 713, Cook County, Illinois","2156","456",
"1500000US170310714001","Block Group 1, Census Tract 714, Cook County, Illinois","834","260",
"1500000US170310714002","Block Group 2, Census Tract 714, Cook County, Illinois","1951","385",
"1500000US170310714003","Block Group 3, Census Tract 714, Cook County, Illinois","1642","556",
"1500000US170310714004","Block Group 4, Census Tract 714, Cook County, Illinois","571","194",
"1500000US170310715001","Block Group 1, Census Tract 715, Cook County, Illinois","930","266",
