"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US170318025033","Block Group 3, Census Tract 8025.03, Cook County, Illinois","1015","264","863","259","152","109",
"1500000US170318025034","Block Group 4, Census Tract 8025.03, Cook County, Illinois","250","90","235","85","15","24",
"1500000US170318025041","Block Group 1, Census Tract 8025.04, Cook County, Illinois","417","87","341","79","76","50",
"1500000US170318025042","Block Group 2, Census Tract 8025.04, Cook County, Illinois","453","121","351","112","102","83",
"1500000US170318025043","Block Group 3, Census Tract 8025.04, Cook County, Illinois","791","178","748","176","43","42",
"1500000US170318025044","Block Group 4, Census Tract 8025.04, Cook County, Illinois","375","63","358","67","17","25",
"1500000US170318025051","Block Group 1, Census Tract 8025.05, Cook County, Illinois","0","12","0","12","0","12",
"1500000US170318025052","Block Group 2, Census Tract 8025.05, Cook County, Illinois","200","77","183","79","17","26",
"1500000US170318025053","Block Group 3, Census Tract 8025.05, Cook County, Illinois","0","12","0","12","0","12",
"1500000US170318025054","Block Group 4, Census Tract 8025.05, Cook County, Illinois","871","251","112","64","759","243",
"1500000US170318025055","Block Group 5, Census Tract 8025.05, Cook County, Illinois","729","158","510","128","219","104",
"1500000US170318025056","Block Group 6, Census Tract 8025.05, Cook County, Illinois","594","106","79","47","515","116",
"1500000US170318025061","Block Group 1, Census Tract 8025.06, Cook County, Illinois","449","90","275","81","174","60",
"1500000US170318025062","Block Group 2, Census Tract 8025.06, Cook County, Illinois","341","44","237","41","104","33",
"1500000US170318026051","Block Group 1, Census Tract 8026.05, Cook County, Illinois","753","262","600","252","153","94",
"1500000US170318026052","Block Group 2, Census Tract 8026.05, Cook County, Illinois","674","126","661","124","13","20",
"1500000US170318026053","Block Group 3, Census Tract 8026.05, Cook County, Illinois","397","106","397","106","0","12",
"1500000US170318026054","Block Group 4, Census Tract 8026.05, Cook County, Illinois","350","83","316","92","34","34",
"1500000US170318026055","Block Group 5, Census Tract 8026.05, Cook County, Illinois","852","291","283","247","569","136",
"1500000US170318026071","Block Group 1, Census Tract 8026.07, Cook County, Illinois","405","41","381","44","24","17",
"1500000US170318026081","Block Group 1, Census Tract 8026.08, Cook County, Illinois","1100","186","862","167","238","117",
"1500000US170318026082","Block Group 2, Census Tract 8026.08, Cook County, Illinois","1017","138","903","149","114","87",
"1500000US170318026083","Block Group 3, Census Tract 8026.08, Cook County, Illinois","289","97","235","80","54","52",
"1500000US170318026084","Block Group 4, Census Tract 8026.08, Cook County, Illinois","486","108","486","108","0","12",
"1500000US170318026091","Block Group 1, Census Tract 8026.09, Cook County, Illinois","1074","231","197","94","877","228",
"1500000US170318026092","Block Group 2, Census Tract 8026.09, Cook County, Illinois","184","86","0","12","184","86",
"1500000US170318026093","Block Group 3, Census Tract 8026.09, Cook County, Illinois","354","103","265","91","89","71",
"1500000US170318026094","Block Group 4, Census Tract 8026.09, Cook County, Illinois","982","222","724","217","258","119",
"1500000US170318026101","Block Group 1, Census Tract 8026.10, Cook County, Illinois","756","158","700","156","56","28",
"1500000US170318027011","Block Group 1, Census Tract 8027.01, Cook County, Illinois","775","197","492","208","283","92",
"1500000US170318027012","Block Group 2, Census Tract 8027.01, Cook County, Illinois","461","110","436","115","25","30",
"1500000US170318027013","Block Group 3, Census Tract 8027.01, Cook County, Illinois","329","92","304","97","25","31",
"1500000US170318027014","Block Group 4, Census Tract 8027.01, Cook County, Illinois","601","125","601","125","0","12",
"1500000US170318027021","Block Group 1, Census Tract 8027.02, Cook County, Illinois","843","97","538","91","305","66",
"1500000US170318027022","Block Group 2, Census Tract 8027.02, Cook County, Illinois","609","100","553","100","56","39",
"1500000US170318027023","Block Group 3, Census Tract 8027.02, Cook County, Illinois","221","59","221","59","0","12",
"1500000US170318028011","Block Group 1, Census Tract 8028.01, Cook County, Illinois","337","71","326","72","11","17",
"1500000US170318028012","Block Group 2, Census Tract 8028.01, Cook County, Illinois","502","75","308","74","194","64",
"1500000US170318028013","Block Group 3, Census Tract 8028.01, Cook County, Illinois","306","76","297","76","9","15",
"1500000US170318028014","Block Group 4, Census Tract 8028.01, Cook County, Illinois","424","94","408","95","16","18",
"1500000US170318028015","Block Group 5, Census Tract 8028.01, Cook County, Illinois","267","66","267","66","0","12",
"1500000US170318028021","Block Group 1, Census Tract 8028.02, Cook County, Illinois","398","117","354","117","44","63",
"1500000US170318028022","Block Group 2, Census Tract 8028.02, Cook County, Illinois","435","107","435","107","0","12",
"1500000US170318028023","Block Group 3, Census Tract 8028.02, Cook County, Illinois","565","155","412","98","153","174",
"1500000US170318028024","Block Group 4, Census Tract 8028.02, Cook County, Illinois","449","138","359","109","90","92",
"1500000US170318028025","Block Group 5, Census Tract 8028.02, Cook County, Illinois","443","97","417","99","26","32",
"1500000US170318029001","Block Group 1, Census Tract 8029, Cook County, Illinois","424","119","424","119","0","12",
"1500000US170318029002","Block Group 2, Census Tract 8029, Cook County, Illinois","514","94","514","94","0","12",
"1500000US170318029003","Block Group 3, Census Tract 8029, Cook County, Illinois","685","134","685","134","0","12",
"1500000US170318029004","Block Group 4, Census Tract 8029, Cook County, Illinois","427","117","335","103","92","99",
"1500000US170318030051","Block Group 1, Census Tract 8030.05, Cook County, Illinois","341","78","341","78","0","12",
"1500000US170318030052","Block Group 2, Census Tract 8030.05, Cook County, Illinois","762","203","448","189","314","74",
"1500000US170318030071","Block Group 1, Census Tract 8030.07, Cook County, Illinois","778","207","692","199","86","85",
"1500000US170318030072","Block Group 2, Census Tract 8030.07, Cook County, Illinois","632","111","386","76","246","93",
"1500000US170318030073","Block Group 3, Census Tract 8030.07, Cook County, Illinois","746","141","623","134","123","84",
"1500000US170318030081","Block Group 1, Census Tract 8030.08, Cook County, Illinois","691","87","558","78","133","64",
"1500000US170318030082","Block Group 2, Census Tract 8030.08, Cook County, Illinois","377","80","372","80","5","8",
"1500000US170318030083","Block Group 3, Census Tract 8030.08, Cook County, Illinois","598","130","583","130","15","17",
"1500000US170318030101","Block Group 1, Census Tract 8030.10, Cook County, Illinois","284","93","213","92","71","42",
"1500000US170318030102","Block Group 2, Census Tract 8030.10, Cook County, Illinois","177","62","165","63","12","19",
"1500000US170318030103","Block Group 3, Census Tract 8030.10, Cook County, Illinois","353","82","353","82","0","12",
"1500000US170318030104","Block Group 4, Census Tract 8030.10, Cook County, Illinois","875","109","875","109","0","12",
"1500000US170318030121","Block Group 1, Census Tract 8030.12, Cook County, Illinois","919","138","540","141","379","87",
"1500000US170318030131","Block Group 1, Census Tract 8030.13, Cook County, Illinois","903","207","714","203","189","89",
"1500000US170318030132","Block Group 2, Census Tract 8030.13, Cook County, Illinois","1039","237","903","245","136","82",
"1500000US170318030133","Block Group 3, Census Tract 8030.13, Cook County, Illinois","400","81","400","81","0","12",
"1500000US170318030141","Block Group 1, Census Tract 8030.14, Cook County, Illinois","694","177","474","112","220","142",
"1500000US170318030142","Block Group 2, Census Tract 8030.14, Cook County, Illinois","730","87","455","103","275","104",
"1500000US170318030151","Block Group 1, Census Tract 8030.15, Cook County, Illinois","902","141","881","144","21","23",
"1500000US170318030152","Block Group 2, Census Tract 8030.15, Cook County, Illinois","649","122","279","62","370","118",
"1500000US170318030153","Block Group 3, Census Tract 8030.15, Cook County, Illinois","381","97","381","97","0","12",
"1500000US170318030161","Block Group 1, Census Tract 8030.16, Cook County, Illinois","958","121","435","100","523","85",
"1500000US170318030171","Block Group 1, Census Tract 8030.17, Cook County, Illinois","962","188","781","174","181","97",
"1500000US170318030172","Block Group 2, Census Tract 8030.17, Cook County, Illinois","790","129","447","91","343","99",
"1500000US170318030173","Block Group 3, Census Tract 8030.17, Cook County, Illinois","768","140","177","65","591","139",
"1500000US170318031001","Block Group 1, Census Tract 8031, Cook County, Illinois","676","94","637","96","39","27",
"1500000US170318031002","Block Group 2, Census Tract 8031, Cook County, Illinois","482","74","434","73","48","35",
"1500000US170318032001","Block Group 1, Census Tract 8032, Cook County, Illinois","684","168","573","144","111","108",
"1500000US170318032002","Block Group 2, Census Tract 8032, Cook County, Illinois","979","260","789","252","190","103",
"1500000US170318032003","Block Group 3, Census Tract 8032, Cook County, Illinois","509","103","393","98","116","51",
"1500000US170318033001","Block Group 1, Census Tract 8033, Cook County, Illinois","969","166","679","154","290","104",
"1500000US170318033002","Block Group 2, Census Tract 8033, Cook County, Illinois","950","181","441","146","509","156",
"1500000US170318033003","Block Group 3, Census Tract 8033, Cook County, Illinois","1030","364","628","337","402","114",
"1500000US170318034001","Block Group 1, Census Tract 8034, Cook County, Illinois","357","82","341","81","16","28",
"1500000US170318034002","Block Group 2, Census Tract 8034, Cook County, Illinois","400","149","209","85","191","138",
"1500000US170318034003","Block Group 3, Census Tract 8034, Cook County, Illinois","248","88","248","88","0","12",
"1500000US170318034004","Block Group 4, Census Tract 8034, Cook County, Illinois","535","90","333","80","202","81",
"1500000US170318034005","Block Group 5, Census Tract 8034, Cook County, Illinois","380","71","363","74","17","28",
"1500000US170318034006","Block Group 6, Census Tract 8034, Cook County, Illinois","264","79","235","78","29","40",
"1500000US170318035001","Block Group 1, Census Tract 8035, Cook County, Illinois","405","83","365","93","40","40",
"1500000US170318035002","Block Group 2, Census Tract 8035, Cook County, Illinois","365","101","354","101","11","16",
"1500000US170318035003","Block Group 3, Census Tract 8035, Cook County, Illinois","796","155","507","150","289","84",
"1500000US170318035004","Block Group 4, Census Tract 8035, Cook County, Illinois","407","86","394","87","13","22",
"1500000US170318035005","Block Group 5, Census Tract 8035, Cook County, Illinois","231","70","231","70","0","12",
"1500000US170318036031","Block Group 1, Census Tract 8036.03, Cook County, Illinois","703","100","607","103","96","45",
"1500000US170318036032","Block Group 2, Census Tract 8036.03, Cook County, Illinois","334","120","334","120","0","12",
"1500000US170318036033","Block Group 3, Census Tract 8036.03, Cook County, Illinois","800","117","738","120","62","50",
"1500000US170318036034","Block Group 4, Census Tract 8036.03, Cook County, Illinois","318","76","318","76","0","12",
"1500000US170318036041","Block Group 1, Census Tract 8036.04, Cook County, Illinois","569","120","348","113","221","77",
"1500000US170318036042","Block Group 2, Census Tract 8036.04, Cook County, Illinois","406","66","304","58","102","33",
"1500000US170318036043","Block Group 3, Census Tract 8036.04, Cook County, Illinois","422","77","399","77","23","35",
"1500000US170318036044","Block Group 4, Census Tract 8036.04, Cook County, Illinois","387","88","210","49","177","80",
"1500000US170318036051","Block Group 1, Census Tract 8036.05, Cook County, Illinois","494","126","464","126","30","29",
"1500000US170318036052","Block Group 2, Census Tract 8036.05, Cook County, Illinois","325","78","256","69","69","48",
"1500000US170318036053","Block Group 3, Census Tract 8036.05, Cook County, Illinois","656","188","628","195","28","23",
"1500000US170318036054","Block Group 4, Census Tract 8036.05, Cook County, Illinois","319","113","186","89","133","92",
"1500000US170318036055","Block Group 5, Census Tract 8036.05, Cook County, Illinois","757","139","311","117","446","136",
"1500000US170318036071","Block Group 1, Census Tract 8036.07, Cook County, Illinois","276","56","250","45","26","40",
"1500000US170318036072","Block Group 2, Census Tract 8036.07, Cook County, Illinois","351","108","245","54","106","109",
"1500000US170318036073","Block Group 3, Census Tract 8036.07, Cook County, Illinois","735","90","698","91","37","38",
"1500000US170318036074","Block Group 4, Census Tract 8036.07, Cook County, Illinois","333","50","333","50","0","12",
"1500000US170318036081","Block Group 1, Census Tract 8036.08, Cook County, Illinois","1016","253","819","144","197","298",
"1500000US170318036082","Block Group 2, Census Tract 8036.08, Cook County, Illinois","936","209","567","166","369","146",
"1500000US170318036083","Block Group 3, Census Tract 8036.08, Cook County, Illinois","1282","372","160","102","1122","358",
"1500000US170318036111","Block Group 1, Census Tract 8036.11, Cook County, Illinois","300","116","284","112","16","16",
"1500000US170318036112","Block Group 2, Census Tract 8036.11, Cook County, Illinois","428","162","90","53","338","155",
"1500000US170318036113","Block Group 3, Census Tract 8036.11, Cook County, Illinois","474","120","402","133","72","68",
"1500000US170318036114","Block Group 4, Census Tract 8036.11, Cook County, Illinois","331","95","324","93","7","18",
"1500000US170318036115","Block Group 5, Census Tract 8036.11, Cook County, Illinois","646","230","322","98","324","213",
"1500000US170318036121","Block Group 1, Census Tract 8036.12, Cook County, Illinois","657","113","42","45","615","112",
"1500000US170318036122","Block Group 2, Census Tract 8036.12, Cook County, Illinois","649","120","290","63","359","104",
"1500000US170318036131","Block Group 1, Census Tract 8036.13, Cook County, Illinois","690","173","334","156","356","148",
"1500000US170318036132","Block Group 2, Census Tract 8036.13, Cook County, Illinois","340","163","223","163","117","78",
"1500000US170318036141","Block Group 1, Census Tract 8036.14, Cook County, Illinois","593","145","97","62","496","144",
"1500000US170318036142","Block Group 2, Census Tract 8036.14, Cook County, Illinois","1013","120","244","93","769","142",
"1500000US170318036151","Block Group 1, Census Tract 8036.15, Cook County, Illinois","561","126","506","120","55","37",
"1500000US170318036152","Block Group 2, Census Tract 8036.15, Cook County, Illinois","474","111","106","52","368","104",
"1500000US170318036161","Block Group 1, Census Tract 8036.16, Cook County, Illinois","816","128","735","125","81","61",
"1500000US170318036162","Block Group 2, Census Tract 8036.16, Cook County, Illinois","301","81","118","58","183","60",
"1500000US170318036163","Block Group 3, Census Tract 8036.16, Cook County, Illinois","960","300","522","285","438","142",
"1500000US170318037011","Block Group 1, Census Tract 8037.01, Cook County, Illinois","632","107","372","73","260","97",
"1500000US170318037012","Block Group 2, Census Tract 8037.01, Cook County, Illinois","656","111","455","75","201","95",
"1500000US170318037021","Block Group 1, Census Tract 8037.02, Cook County, Illinois","457","112","263","68","194","107",
"1500000US170318037022","Block Group 2, Census Tract 8037.02, Cook County, Illinois","711","109","711","109","0","12",
"1500000US170318037023","Block Group 3, Census Tract 8037.02, Cook County, Illinois","649","108","563","111","86","62",
"1500000US170318037024","Block Group 4, Census Tract 8037.02, Cook County, Illinois","766","219","353","117","413","202",
"1500000US170318038001","Block Group 1, Census Tract 8038, Cook County, Illinois","351","77","297","64","54","53",
"1500000US170318038002","Block Group 2, Census Tract 8038, Cook County, Illinois","314","72","275","69","39","49",
"1500000US170318038003","Block Group 3, Census Tract 8038, Cook County, Illinois","758","147","565","109","193","116",
"1500000US170318038004","Block Group 4, Census Tract 8038, Cook County, Illinois","316","65","275","50","41","53",
"1500000US170318039011","Block Group 1, Census Tract 8039.01, Cook County, Illinois","1170","159","1022","157","148","63",
"1500000US170318039012","Block Group 2, Census Tract 8039.01, Cook County, Illinois","809","129","566","88","243","116",
"1500000US170318039021","Block Group 1, Census Tract 8039.02, Cook County, Illinois","418","110","349","95","69","82",
"1500000US170318039022","Block Group 2, Census Tract 8039.02, Cook County, Illinois","328","88","328","88","0","12",
"1500000US170318039023","Block Group 3, Census Tract 8039.02, Cook County, Illinois","482","86","400","91","82","46",
"1500000US170318040001","Block Group 1, Census Tract 8040, Cook County, Illinois","763","152","733","155","30","27",
"1500000US170318040002","Block Group 2, Census Tract 8040, Cook County, Illinois","1177","165","1008","177","169","77",
"1500000US170318041021","Block Group 1, Census Tract 8041.02, Cook County, Illinois","650","96","650","96","0","12",
"1500000US170318041022","Block Group 2, Census Tract 8041.02, Cook County, Illinois","916","170","857","179","59","69",
"1500000US170318041023","Block Group 3, Census Tract 8041.02, Cook County, Illinois","872","150","814","157","58","50",
"1500000US170318041041","Block Group 1, Census Tract 8041.04, Cook County, Illinois","504","94","439","99","65","48",
"1500000US170318041042","Block Group 2, Census Tract 8041.04, Cook County, Illinois","747","137","547","134","200","81",
"1500000US170318041043","Block Group 3, Census Tract 8041.04, Cook County, Illinois","561","156","491","174","70","52",
"1500000US170318041051","Block Group 1, Census Tract 8041.05, Cook County, Illinois","544","98","536","98","8","14",
"1500000US170318041052","Block Group 2, Census Tract 8041.05, Cook County, Illinois","434","136","434","136","0","12",
"1500000US170318041053","Block Group 3, Census Tract 8041.05, Cook County, Illinois","426","153","416","154","10","15",
"1500000US170318041061","Block Group 1, Census Tract 8041.06, Cook County, Illinois","820","213","752","209","68","64",
"1500000US170318041062","Block Group 2, Census Tract 8041.06, Cook County, Illinois","624","138","483","124","141","105",
"1500000US170318041063","Block Group 3, Census Tract 8041.06, Cook County, Illinois","501","118","422","112","79","48",
"1500000US170318041064","Block Group 4, Census Tract 8041.06, Cook County, Illinois","697","110","582","128","115","93",
"1500000US170318041081","Block Group 1, Census Tract 8041.08, Cook County, Illinois","1061","178","225","60","836","181",
"1500000US170318041082","Block Group 2, Census Tract 8041.08, Cook County, Illinois","814","141","0","12","814","141",
"1500000US170318041091","Block Group 1, Census Tract 8041.09, Cook County, Illinois","342","78","333","77","9","13",
"1500000US170318041092","Block Group 2, Census Tract 8041.09, Cook County, Illinois","779","188","634","184","145","51",
"1500000US170318042021","Block Group 1, Census Tract 8042.02, Cook County, Illinois","549","137","347","116","202","96",
"1500000US170318042022","Block Group 2, Census Tract 8042.02, Cook County, Illinois","1022","158","870","160","152","64",
"1500000US170318042023","Block Group 3, Census Tract 8042.02, Cook County, Illinois","891","196","876","197","15","23",
"1500000US170318042024","Block Group 4, Census Tract 8042.02, Cook County, Illinois","195","52","188","53","7","11",
"1500000US170318042031","Block Group 1, Census Tract 8042.03, Cook County, Illinois","679","111","679","111","0","12",
"1500000US170318042032","Block Group 2, Census Tract 8042.03, Cook County, Illinois","322","102","322","102","0","12",
"1500000US170318042041","Block Group 1, Census Tract 8042.04, Cook County, Illinois","911","231","743","245","168","93",
"1500000US170318042042","Block Group 2, Census Tract 8042.04, Cook County, Illinois","494","116","400","103","94","91",
"1500000US170318042043","Block Group 3, Census Tract 8042.04, Cook County, Illinois","393","79","371","82","22","31",
"1500000US170318043051","Block Group 1, Census Tract 8043.05, Cook County, Illinois","531","128","494","130","37","56",
"1500000US170318043052","Block Group 2, Census Tract 8043.05, Cook County, Illinois","577","196","542","195","35","43",
"1500000US170318043053","Block Group 3, Census Tract 8043.05, Cook County, Illinois","760","365","578","345","182","114",
"1500000US170318043054","Block Group 4, Census Tract 8043.05, Cook County, Illinois","719","133","520","110","199","107",
"1500000US170318043061","Block Group 1, Census Tract 8043.06, Cook County, Illinois","1376","721","1252","720","124","70",
"1500000US170318043062","Block Group 2, Census Tract 8043.06, Cook County, Illinois","203","55","173","51","30","39",
"1500000US170318043063","Block Group 3, Census Tract 8043.06, Cook County, Illinois","310","87","257","87","53","47",
"1500000US170318043064","Block Group 4, Census Tract 8043.06, Cook County, Illinois","355","84","304","87","51","43",
"1500000US170318043081","Block Group 1, Census Tract 8043.08, Cook County, Illinois","989","165","689","182","300","138",
"1500000US170318043082","Block Group 2, Census Tract 8043.08, Cook County, Illinois","592","120","412","126","180","116",
"1500000US170318043083","Block Group 3, Census Tract 8043.08, Cook County, Illinois","611","170","466","152","145","78",
"1500000US170318043091","Block Group 1, Census Tract 8043.09, Cook County, Illinois","642","110","520","116","122","47",
"1500000US170318043092","Block Group 2, Census Tract 8043.09, Cook County, Illinois","294","56","239","48","55","39",
"1500000US170318043121","Block Group 1, Census Tract 8043.12, Cook County, Illinois","662","119","616","119","46","35",
"1500000US170318043131","Block Group 1, Census Tract 8043.13, Cook County, Illinois","922","216","651","136","271","209",
"1500000US170318043132","Block Group 2, Census Tract 8043.13, Cook County, Illinois","568","176","482","167","86","80",
"1500000US170318043133","Block Group 3, Census Tract 8043.13, Cook County, Illinois","727","184","613","126","114","155",
"1500000US170318043141","Block Group 1, Census Tract 8043.14, Cook County, Illinois","537","85","433","97","104","53",
"1500000US170318043151","Block Group 1, Census Tract 8043.15, Cook County, Illinois","833","96","709","115","124","75",
"1500000US170318043161","Block Group 1, Census Tract 8043.16, Cook County, Illinois","979","174","894","178","85","65",
"1500000US170318043162","Block Group 2, Census Tract 8043.16, Cook County, Illinois","620","146","620","146","0","12",
"1500000US170318044031","Block Group 1, Census Tract 8044.03, Cook County, Illinois","423","137","170","68","253","130",
"1500000US170318044032","Block Group 2, Census Tract 8044.03, Cook County, Illinois","564","230","257","113","307","223",
"1500000US170318044033","Block Group 3, Census Tract 8044.03, Cook County, Illinois","401","97","386","102","15","27",
"1500000US170318044034","Block Group 4, Census Tract 8044.03, Cook County, Illinois","1158","304","937","254","221","151",
"1500000US170318044041","Block Group 1, Census Tract 8044.04, Cook County, Illinois","435","243","359","240","76","64",
"1500000US170318044042","Block Group 2, Census Tract 8044.04, Cook County, Illinois","322","81","293","87","29","31",
"1500000US170318044043","Block Group 3, Census Tract 8044.04, Cook County, Illinois","500","135","470","137","30","47",
"1500000US170318044044","Block Group 4, Census Tract 8044.04, Cook County, Illinois","397","130","332","127","65","68",
"1500000US170318044051","Block Group 1, Census Tract 8044.05, Cook County, Illinois","647","127","292","103","355","106",
"1500000US170318044052","Block Group 2, Census Tract 8044.05, Cook County, Illinois","422","135","167","95","255","96",
"1500000US170318044061","Block Group 1, Census Tract 8044.06, Cook County, Illinois","627","136","503","130","124","67",
"1500000US170318044062","Block Group 2, Census Tract 8044.06, Cook County, Illinois","574","118","542","122","32","30",
"1500000US170318044063","Block Group 3, Census Tract 8044.06, Cook County, Illinois","607","131","484","114","123","76",
"1500000US170318045051","Block Group 1, Census Tract 8045.05, Cook County, Illinois","272","73","204","65","68","51",
"1500000US170318045052","Block Group 2, Census Tract 8045.05, Cook County, Illinois","339","87","232","63","107","74",
"1500000US170318045053","Block Group 3, Census Tract 8045.05, Cook County, Illinois","750","119","366","95","384","103",
"1500000US170318045061","Block Group 1, Census Tract 8045.06, Cook County, Illinois","319","74","319","74","0","12",
"1500000US170318045062","Block Group 2, Census Tract 8045.06, Cook County, Illinois","563","164","330","70","233","153",
"1500000US170318045063","Block Group 3, Census Tract 8045.06, Cook County, Illinois","944","163","864","158","80","36",
"1500000US170318045081","Block Group 1, Census Tract 8045.08, Cook County, Illinois","772","122","358","84","414","117",
"1500000US170318045091","Block Group 1, Census Tract 8045.09, Cook County, Illinois","312","74","307","75","5","8",
"1500000US170318045092","Block Group 2, Census Tract 8045.09, Cook County, Illinois","371","108","330","115","41","50",
"1500000US170318045093","Block Group 3, Census Tract 8045.09, Cook County, Illinois","487","142","221","64","266","152",
"1500000US170318045094","Block Group 4, Census Tract 8045.09, Cook County, Illinois","432","104","363","96","69","65",
"1500000US170318045101","Block Group 1, Census Tract 8045.10, Cook County, Illinois","415","107","289","87","126","82",
"1500000US170318045102","Block Group 2, Census Tract 8045.10, Cook County, Illinois","192","60","190","61","2","4",
"1500000US170318045103","Block Group 3, Census Tract 8045.10, Cook County, Illinois","452","144","115","59","337","132",
"1500000US170318045104","Block Group 4, Census Tract 8045.10, Cook County, Illinois","318","95","297","91","21","32",
"1500000US170318045111","Block Group 1, Census Tract 8045.11, Cook County, Illinois","355","68","117","38","238","64",
"1500000US170318045112","Block Group 2, Census Tract 8045.11, Cook County, Illinois","333","70","175","50","158","59",
"1500000US170318045121","Block Group 1, Census Tract 8045.12, Cook County, Illinois","576","127","535","150","41","68",
"1500000US170318045122","Block Group 2, Census Tract 8045.12, Cook County, Illinois","714","181","686","183","28","48",
"1500000US170318045131","Block Group 1, Census Tract 8045.13, Cook County, Illinois","206","88","206","88","0","12",
"1500000US170318045132","Block Group 2, Census Tract 8045.13, Cook County, Illinois","674","151","572","171","102","110",
"1500000US170318045133","Block Group 3, Census Tract 8045.13, Cook County, Illinois","498","131","342","138","156","119",
"1500000US170318045141","Block Group 1, Census Tract 8045.14, Cook County, Illinois","256","134","256","134","0","12",
"1500000US170318045142","Block Group 2, Census Tract 8045.14, Cook County, Illinois","690","169","690","169","0","12",
"1500000US170318045143","Block Group 3, Census Tract 8045.14, Cook County, Illinois","556","127","310","115","246","101",
"1500000US170318046031","Block Group 1, Census Tract 8046.03, Cook County, Illinois","980","309","567","236","413","158",
"1500000US170318046032","Block Group 2, Census Tract 8046.03, Cook County, Illinois","808","176","194","90","614","172",
"1500000US170318046033","Block Group 3, Census Tract 8046.03, Cook County, Illinois","983","220","135","58","848","215",
"1500000US170318046061","Block Group 1, Census Tract 8046.06, Cook County, Illinois","260","83","245","81","15","24",
"1500000US170318046062","Block Group 2, Census Tract 8046.06, Cook County, Illinois","825","110","801","104","24","30",
"1500000US170318046063","Block Group 3, Census Tract 8046.06, Cook County, Illinois","421","99","421","99","0","12",
"1500000US170318046064","Block Group 4, Census Tract 8046.06, Cook County, Illinois","970","162","907","168","63","52",
"1500000US170318046071","Block Group 1, Census Tract 8046.07, Cook County, Illinois","725","117","710","116","15","23",
"1500000US170318046072","Block Group 2, Census Tract 8046.07, Cook County, Illinois","570","168","471","160","99","73",
"1500000US170318046073","Block Group 3, Census Tract 8046.07, Cook County, Illinois","534","130","517","128","17","27",
"1500000US170318046074","Block Group 4, Census Tract 8046.07, Cook County, Illinois","698","168","150","67","548","172",
"1500000US170318046081","Block Group 1, Census Tract 8046.08, Cook County, Illinois","445","109","326","66","119","96",
"1500000US170318046082","Block Group 2, Census Tract 8046.08, Cook County, Illinois","149","43","143","43","6","10",
"1500000US170318046083","Block Group 3, Census Tract 8046.08, Cook County, Illinois","801","146","663","151","138","75",
"1500000US170318046091","Block Group 1, Census Tract 8046.09, Cook County, Illinois","828","134","697","138","131","66",
"1500000US170318046092","Block Group 2, Census Tract 8046.09, Cook County, Illinois","844","212","459","169","385","155",
"1500000US170318046093","Block Group 3, Census Tract 8046.09, Cook County, Illinois","616","117","348","113","268","81",
"1500000US170318046101","Block Group 1, Census Tract 8046.10, Cook County, Illinois","833","151","574","130","259","111",
"1500000US170318046102","Block Group 2, Census Tract 8046.10, Cook County, Illinois","340","77","206","65","134","61",
"1500000US170318046111","Block Group 1, Census Tract 8046.11, Cook County, Illinois","460","66","385","73","75","41",
"1500000US170318046112","Block Group 2, Census Tract 8046.11, Cook County, Illinois","1034","189","773","170","261","85",
"1500000US170318046113","Block Group 3, Census Tract 8046.11, Cook County, Illinois","267","64","259","63","8","12",
"1500000US170318047011","Block Group 1, Census Tract 8047.01, Cook County, Illinois","431","149","328","138","103","88",
"1500000US170318047012","Block Group 2, Census Tract 8047.01, Cook County, Illinois","548","191","348","170","200","190",
"1500000US170318047013","Block Group 3, Census Tract 8047.01, Cook County, Illinois","739","195","430","155","309","115",
"1500000US170318047014","Block Group 4, Census Tract 8047.01, Cook County, Illinois","671","134","200","91","471","104",
"1500000US170318047051","Block Group 1, Census Tract 8047.05, Cook County, Illinois","474","117","299","64","175","131",
"1500000US170318047052","Block Group 2, Census Tract 8047.05, Cook County, Illinois","655","115","376","108","279","107",
"1500000US170318047053","Block Group 3, Census Tract 8047.05, Cook County, Illinois","518","91","430","89","88","48",
"1500000US170318047061","Block Group 1, Census Tract 8047.06, Cook County, Illinois","390","43","364","44","26","23",
"1500000US170318047062","Block Group 2, Census Tract 8047.06, Cook County, Illinois","296","43","282","43","14","15",
"1500000US170318047091","Block Group 1, Census Tract 8047.09, Cook County, Illinois","313","111","174","85","139","95",
"1500000US170318047092","Block Group 2, Census Tract 8047.09, Cook County, Illinois","931","489","214","78","717","476",
"1500000US170318047093","Block Group 3, Census Tract 8047.09, Cook County, Illinois","642","156","265","100","377","130",
"1500000US170318047094","Block Group 4, Census Tract 8047.09, Cook County, Illinois","632","198","475","186","157","110",
"1500000US170318047095","Block Group 5, Census Tract 8047.09, Cook County, Illinois","253","98","246","96","7","16",
"1500000US170318047101","Block Group 1, Census Tract 8047.10, Cook County, Illinois","363","53","356","53","7","12",
"1500000US170318047102","Block Group 2, Census Tract 8047.10, Cook County, Illinois","297","56","289","57","8","11",
"1500000US170318047103","Block Group 3, Census Tract 8047.10, Cook County, Illinois","597","113","368","125","229","78",
