"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US170311603003","Block Group 3, Census Tract 1603, Cook County, Illinois","593","135","322","117","271","94",
"1500000US170311604001","Block Group 1, Census Tract 1604, Cook County, Illinois","841","133","457","110","384","97",
"1500000US170311604002","Block Group 2, Census Tract 1604, Cook County, Illinois","679","213","380","208","299","74",
"1500000US170311604003","Block Group 3, Census Tract 1604, Cook County, Illinois","411","156","199","67","212","147",
"1500000US170311605011","Block Group 1, Census Tract 1605.01, Cook County, Illinois","654","106","378","102","276","102",
"1500000US170311605012","Block Group 2, Census Tract 1605.01, Cook County, Illinois","573","165","221","85","352","160",
"1500000US170311605021","Block Group 1, Census Tract 1605.02, Cook County, Illinois","304","62","171","72","133","73",
"1500000US170311605022","Block Group 2, Census Tract 1605.02, Cook County, Illinois","726","154","279","79","447","170",
"1500000US170311605023","Block Group 3, Census Tract 1605.02, Cook County, Illinois","439","150","193","70","246","129",
"1500000US170311606011","Block Group 1, Census Tract 1606.01, Cook County, Illinois","481","143","216","70","265","131",
"1500000US170311606012","Block Group 2, Census Tract 1606.01, Cook County, Illinois","260","74","165","53","95","62",
"1500000US170311606013","Block Group 3, Census Tract 1606.01, Cook County, Illinois","634","167","275","89","359","154",
"1500000US170311606021","Block Group 1, Census Tract 1606.02, Cook County, Illinois","414","102","204","74","210","80",
"1500000US170311606022","Block Group 2, Census Tract 1606.02, Cook County, Illinois","532","130","246","97","286","95",
"1500000US170311606023","Block Group 3, Census Tract 1606.02, Cook County, Illinois","547","111","297","93","250","80",
"1500000US170311607001","Block Group 1, Census Tract 1607, Cook County, Illinois","335","118","94","59","241","112",
"1500000US170311607002","Block Group 2, Census Tract 1607, Cook County, Illinois","357","178","132","102","225","164",
"1500000US170311607003","Block Group 3, Census Tract 1607, Cook County, Illinois","657","180","258","101","399","180",
"1500000US170311607004","Block Group 4, Census Tract 1607, Cook County, Illinois","705","357","396","338","309","153",
"1500000US170311607005","Block Group 5, Census Tract 1607, Cook County, Illinois","440","155","268","125","172","114",
"1500000US170311608001","Block Group 1, Census Tract 1608, Cook County, Illinois","351","112","51","38","300","114",
"1500000US170311608002","Block Group 2, Census Tract 1608, Cook County, Illinois","229","95","129","64","100","68",
"1500000US170311608003","Block Group 3, Census Tract 1608, Cook County, Illinois","430","204","173","71","257","219",
"1500000US170311608004","Block Group 4, Census Tract 1608, Cook County, Illinois","336","114","88","65","248","104",
"1500000US170311608005","Block Group 5, Census Tract 1608, Cook County, Illinois","517","115","330","98","187","98",
"1500000US170311609001","Block Group 1, Census Tract 1609, Cook County, Illinois","509","79","248","75","261","80",
"1500000US170311609002","Block Group 2, Census Tract 1609, Cook County, Illinois","584","114","350","103","234","84",
"1500000US170311610001","Block Group 1, Census Tract 1610, Cook County, Illinois","328","51","164","46","164","45",
"1500000US170311610002","Block Group 2, Census Tract 1610, Cook County, Illinois","474","88","257","49","217","87",
"1500000US170311611001","Block Group 1, Census Tract 1611, Cook County, Illinois","384","70","286","69","98","42",
"1500000US170311611002","Block Group 2, Census Tract 1611, Cook County, Illinois","365","52","274","44","91","40",
"1500000US170311612001","Block Group 1, Census Tract 1612, Cook County, Illinois","482","128","286","100","196","87",
"1500000US170311612002","Block Group 2, Census Tract 1612, Cook County, Illinois","561","87","323","63","238","79",
"1500000US170311613001","Block Group 1, Census Tract 1613, Cook County, Illinois","157","49","102","47","55","36",
"1500000US170311613002","Block Group 2, Census Tract 1613, Cook County, Illinois","495","95","80","40","415","101",
"1500000US170311613003","Block Group 3, Census Tract 1613, Cook County, Illinois","198","67","89","53","109","61",
"1500000US170311613004","Block Group 4, Census Tract 1613, Cook County, Illinois","554","124","311","117","243","90",
"1500000US170311701001","Block Group 1, Census Tract 1701, Cook County, Illinois","1143","295","906","301","237","85",
"1500000US170311702001","Block Group 1, Census Tract 1702, Cook County, Illinois","377","89","365","88","12","19",
"1500000US170311702002","Block Group 2, Census Tract 1702, Cook County, Illinois","419","129","399","128","20","23",
"1500000US170311702003","Block Group 3, Census Tract 1702, Cook County, Illinois","391","103","317","94","74","74",
"1500000US170311703001","Block Group 1, Census Tract 1703, Cook County, Illinois","263","84","152","52","111","79",
"1500000US170311703002","Block Group 2, Census Tract 1703, Cook County, Illinois","479","185","367","179","112","80",
"1500000US170311703003","Block Group 3, Census Tract 1703, Cook County, Illinois","252","75","252","75","0","12",
"1500000US170311703004","Block Group 4, Census Tract 1703, Cook County, Illinois","231","67","176","51","55","56",
"1500000US170311703005","Block Group 5, Census Tract 1703, Cook County, Illinois","574","175","376","127","198","123",
"1500000US170311704001","Block Group 1, Census Tract 1704, Cook County, Illinois","246","87","153","67","93","67",
"1500000US170311704002","Block Group 2, Census Tract 1704, Cook County, Illinois","430","95","303","92","127","71",
"1500000US170311704003","Block Group 3, Census Tract 1704, Cook County, Illinois","596","260","526","258","70","58",
"1500000US170311704004","Block Group 4, Census Tract 1704, Cook County, Illinois","345","131","315","131","30","34",
"1500000US170311705001","Block Group 1, Census Tract 1705, Cook County, Illinois","522","146","352","131","170","91",
"1500000US170311705002","Block Group 2, Census Tract 1705, Cook County, Illinois","265","111","229","105","36","43",
"1500000US170311705003","Block Group 3, Census Tract 1705, Cook County, Illinois","740","141","602","135","138","86",
"1500000US170311705004","Block Group 4, Census Tract 1705, Cook County, Illinois","452","104","403","100","49","52",
"1500000US170311706001","Block Group 1, Census Tract 1706, Cook County, Illinois","433","108","405","110","28","34",
"1500000US170311706002","Block Group 2, Census Tract 1706, Cook County, Illinois","524","75","436","75","88","38",
"1500000US170311707001","Block Group 1, Census Tract 1707, Cook County, Illinois","269","74","224","71","45","49",
"1500000US170311707002","Block Group 2, Census Tract 1707, Cook County, Illinois","368","119","221","50","147","109",
"1500000US170311707003","Block Group 3, Census Tract 1707, Cook County, Illinois","469","154","404","148","65","58",
"1500000US170311708001","Block Group 1, Census Tract 1708, Cook County, Illinois","319","78","258","72","61","52",
"1500000US170311708002","Block Group 2, Census Tract 1708, Cook County, Illinois","537","126","417","120","120","72",
"1500000US170311708003","Block Group 3, Census Tract 1708, Cook County, Illinois","615","183","519","177","96","76",
"1500000US170311709001","Block Group 1, Census Tract 1709, Cook County, Illinois","637","108","402","72","235","101",
"1500000US170311710001","Block Group 1, Census Tract 1710, Cook County, Illinois","790","466","450","108","340","470",
"1500000US170311710002","Block Group 2, Census Tract 1710, Cook County, Illinois","282","111","282","111","0","12",
"1500000US170311710003","Block Group 3, Census Tract 1710, Cook County, Illinois","407","128","353","118","54","71",
"1500000US170311710004","Block Group 4, Census Tract 1710, Cook County, Illinois","425","166","369","168","56","52",
"1500000US170311710005","Block Group 5, Census Tract 1710, Cook County, Illinois","388","126","262","76","126","102",
"1500000US170311710006","Block Group 6, Census Tract 1710, Cook County, Illinois","433","151","172","77","261","148",
"1500000US170311711001","Block Group 1, Census Tract 1711, Cook County, Illinois","572","133","487","128","85","60",
"1500000US170311711002","Block Group 2, Census Tract 1711, Cook County, Illinois","290","82","218","70","72","54",
"1500000US170311711003","Block Group 3, Census Tract 1711, Cook County, Illinois","403","108","193","59","210","115",
"1500000US170311801001","Block Group 1, Census Tract 1801, Cook County, Illinois","342","105","282","97","60","70",
"1500000US170311801002","Block Group 2, Census Tract 1801, Cook County, Illinois","605","208","348","132","257","203",
"1500000US170311801003","Block Group 3, Census Tract 1801, Cook County, Illinois","299","95","263","101","36","49",
"1500000US170311801004","Block Group 4, Census Tract 1801, Cook County, Illinois","384","176","216","86","168","163",
"1500000US170311801005","Block Group 5, Census Tract 1801, Cook County, Illinois","555","118","361","108","194","95",
"1500000US170311901001","Block Group 1, Census Tract 1901, Cook County, Illinois","812","92","242","84","570","80",
"1500000US170311902001","Block Group 1, Census Tract 1902, Cook County, Illinois","410","133","187","86","223","114",
"1500000US170311902002","Block Group 2, Census Tract 1902, Cook County, Illinois","413","99","155","63","258","93",
"1500000US170311902003","Block Group 3, Census Tract 1902, Cook County, Illinois","404","89","253","77","151","71",
"1500000US170311902004","Block Group 4, Census Tract 1902, Cook County, Illinois","380","112","244","97","136","75",
"1500000US170311903001","Block Group 1, Census Tract 1903, Cook County, Illinois","431","182","192","67","239","171",
"1500000US170311903002","Block Group 2, Census Tract 1903, Cook County, Illinois","402","123","199","81","203","95",
"1500000US170311903003","Block Group 3, Census Tract 1903, Cook County, Illinois","661","126","227","88","434","109",
"1500000US170311903004","Block Group 4, Census Tract 1903, Cook County, Illinois","356","84","283","73","73","57",
"1500000US170311904011","Block Group 1, Census Tract 1904.01, Cook County, Illinois","527","152","392","148","135","70",
"1500000US170311904012","Block Group 2, Census Tract 1904.01, Cook County, Illinois","799","153","583","160","216","81",
"1500000US170311904021","Block Group 1, Census Tract 1904.02, Cook County, Illinois","792","164","425","95","367","144",
"1500000US170311904022","Block Group 2, Census Tract 1904.02, Cook County, Illinois","990","209","477","86","513","188",
"1500000US170311906011","Block Group 1, Census Tract 1906.01, Cook County, Illinois","220","123","112","76","108","101",
"1500000US170311906012","Block Group 2, Census Tract 1906.01, Cook County, Illinois","239","110","138","82","101","75",
"1500000US170311906013","Block Group 3, Census Tract 1906.01, Cook County, Illinois","629","117","442","105","187","86",
"1500000US170311906021","Block Group 1, Census Tract 1906.02, Cook County, Illinois","349","97","194","96","155","80",
"1500000US170311906022","Block Group 2, Census Tract 1906.02, Cook County, Illinois","610","159","532","153","78","59",
"1500000US170311906023","Block Group 3, Census Tract 1906.02, Cook County, Illinois","572","159","418","152","154","90",
"1500000US170311907011","Block Group 1, Census Tract 1907.01, Cook County, Illinois","503","108","239","76","264","97",
"1500000US170311907012","Block Group 2, Census Tract 1907.01, Cook County, Illinois","279","66","78","37","201","62",
"1500000US170311907021","Block Group 1, Census Tract 1907.02, Cook County, Illinois","384","133","156","117","228","87",
"1500000US170311907022","Block Group 2, Census Tract 1907.02, Cook County, Illinois","401","100","170","61","231","96",
"1500000US170311907023","Block Group 3, Census Tract 1907.02, Cook County, Illinois","649","166","340","152","309","118",
"1500000US170311908001","Block Group 1, Census Tract 1908, Cook County, Illinois","376","182","113","61","263","174",
"1500000US170311908002","Block Group 2, Census Tract 1908, Cook County, Illinois","423","115","183","80","240","99",
"1500000US170311908003","Block Group 3, Census Tract 1908, Cook County, Illinois","333","120","203","79","130","95",
"1500000US170311908004","Block Group 4, Census Tract 1908, Cook County, Illinois","480","78","259","86","221","97",
"1500000US170311908005","Block Group 5, Census Tract 1908, Cook County, Illinois","305","107","112","63","193","91",
"1500000US170311909001","Block Group 1, Census Tract 1909, Cook County, Illinois","620","70","241","65","379","75",
"1500000US170311910001","Block Group 1, Census Tract 1910, Cook County, Illinois","418","141","262","69","156","126",
"1500000US170311910002","Block Group 2, Census Tract 1910, Cook County, Illinois","328","85","208","59","120","79",
"1500000US170311911001","Block Group 1, Census Tract 1911, Cook County, Illinois","283","116","129","87","154","94",
"1500000US170311911002","Block Group 2, Census Tract 1911, Cook County, Illinois","269","118","77","59","192","122",
"1500000US170311911003","Block Group 3, Census Tract 1911, Cook County, Illinois","256","221","63","53","193","216",
"1500000US170311911004","Block Group 4, Census Tract 1911, Cook County, Illinois","321","127","173","103","148","89",
"1500000US170311911005","Block Group 5, Census Tract 1911, Cook County, Illinois","499","151","305","88","194","123",
"1500000US170311911006","Block Group 6, Census Tract 1911, Cook County, Illinois","262","99","164","82","98","81",
"1500000US170311912001","Block Group 1, Census Tract 1912, Cook County, Illinois","746","96","364","93","382","81",
"1500000US170311912002","Block Group 2, Census Tract 1912, Cook County, Illinois","326","146","150","61","176","131",
"1500000US170311913011","Block Group 1, Census Tract 1913.01, Cook County, Illinois","820","335","546","326","274","99",
"1500000US170311913012","Block Group 2, Census Tract 1913.01, Cook County, Illinois","385","124","122","71","263","110",
"1500000US170311913013","Block Group 3, Census Tract 1913.01, Cook County, Illinois","476","144","284","103","192","116",
"1500000US170311913021","Block Group 1, Census Tract 1913.02, Cook County, Illinois","609","166","390","143","219","100",
"1500000US170311913022","Block Group 2, Census Tract 1913.02, Cook County, Illinois","653","162","290","98","363","156",
"1500000US170312001001","Block Group 1, Census Tract 2001, Cook County, Illinois","380","85","186","67","194","88",
"1500000US170312001002","Block Group 2, Census Tract 2001, Cook County, Illinois","313","148","274","145","39","40",
"1500000US170312001003","Block Group 3, Census Tract 2001, Cook County, Illinois","555","108","293","92","262","95",
"1500000US170312002001","Block Group 1, Census Tract 2002, Cook County, Illinois","335","105","175","71","160","87",
"1500000US170312002002","Block Group 2, Census Tract 2002, Cook County, Illinois","488","113","197","75","291","114",
"1500000US170312002003","Block Group 3, Census Tract 2002, Cook County, Illinois","358","104","206","78","152","89",
"1500000US170312002004","Block Group 4, Census Tract 2002, Cook County, Illinois","409","182","277","169","132","81",
"1500000US170312003001","Block Group 1, Census Tract 2003, Cook County, Illinois","209","60","105","48","104","50",
"1500000US170312003002","Block Group 2, Census Tract 2003, Cook County, Illinois","434","152","150","53","284","162",
"1500000US170312004011","Block Group 1, Census Tract 2004.01, Cook County, Illinois","371","81","167","54","204","76",
"1500000US170312004012","Block Group 2, Census Tract 2004.01, Cook County, Illinois","578","98","246","78","332","91",
"1500000US170312004021","Block Group 1, Census Tract 2004.02, Cook County, Illinois","422","103","213","94","209","87",
"1500000US170312004022","Block Group 2, Census Tract 2004.02, Cook County, Illinois","437","126","206","85","231","140",
"1500000US170312004023","Block Group 3, Census Tract 2004.02, Cook County, Illinois","372","146","251","133","121","81",
"1500000US170312101001","Block Group 1, Census Tract 2101, Cook County, Illinois","571","113","379","92","192","91",
"1500000US170312101002","Block Group 2, Census Tract 2101, Cook County, Illinois","685","198","252","96","433","188",
"1500000US170312101003","Block Group 3, Census Tract 2101, Cook County, Illinois","409","92","191","78","218","67",
"1500000US170312104001","Block Group 1, Census Tract 2104, Cook County, Illinois","553","65","198","52","355","70",
"1500000US170312104002","Block Group 2, Census Tract 2104, Cook County, Illinois","247","72","81","35","166","66",
"1500000US170312105011","Block Group 1, Census Tract 2105.01, Cook County, Illinois","365","96","73","55","292","93",
"1500000US170312105012","Block Group 2, Census Tract 2105.01, Cook County, Illinois","991","235","315","138","676","237",
"1500000US170312105021","Block Group 1, Census Tract 2105.02, Cook County, Illinois","720","158","238","82","482","145",
"1500000US170312105022","Block Group 2, Census Tract 2105.02, Cook County, Illinois","334","81","127","47","207","81",
"1500000US170312105023","Block Group 3, Census Tract 2105.02, Cook County, Illinois","433","134","122","61","311","128",
"1500000US170312106011","Block Group 1, Census Tract 2106.01, Cook County, Illinois","220","171","155","172","65","31",
"1500000US170312106012","Block Group 2, Census Tract 2106.01, Cook County, Illinois","233","59","87","52","146","56",
"1500000US170312106013","Block Group 3, Census Tract 2106.01, Cook County, Illinois","682","116","214","73","468","130",
"1500000US170312106021","Block Group 1, Census Tract 2106.02, Cook County, Illinois","427","102","203","63","224","86",
"1500000US170312106022","Block Group 2, Census Tract 2106.02, Cook County, Illinois","326","74","180","66","146","60",
"1500000US170312106023","Block Group 3, Census Tract 2106.02, Cook County, Illinois","704","155","315","129","389","125",
"1500000US170312107001","Block Group 1, Census Tract 2107, Cook County, Illinois","242","83","81","42","161","79",
"1500000US170312107002","Block Group 2, Census Tract 2107, Cook County, Illinois","509","130","208","84","301","125",
"1500000US170312107003","Block Group 3, Census Tract 2107, Cook County, Illinois","653","107","266","72","387","98",
"1500000US170312108001","Block Group 1, Census Tract 2108, Cook County, Illinois","421","84","156","47","265","83",
"1500000US170312109001","Block Group 1, Census Tract 2109, Cook County, Illinois","942","151","528","124","414","127",
"1500000US170312109002","Block Group 2, Census Tract 2109, Cook County, Illinois","394","122","220","136","174","65",
"1500000US170312203001","Block Group 1, Census Tract 2203, Cook County, Illinois","487","59","264","48","223","61",
"1500000US170312203002","Block Group 2, Census Tract 2203, Cook County, Illinois","411","136","196","78","215","118",
"1500000US170312204001","Block Group 1, Census Tract 2204, Cook County, Illinois","348","95","139","57","209","68",
"1500000US170312204002","Block Group 2, Census Tract 2204, Cook County, Illinois","767","219","317","97","450","217",
"1500000US170312205001","Block Group 1, Census Tract 2205, Cook County, Illinois","488","75","187","53","301","73",
"1500000US170312205002","Block Group 2, Census Tract 2205, Cook County, Illinois","455","112","241","79","214","88",
"1500000US170312205003","Block Group 3, Census Tract 2205, Cook County, Illinois","265","61","84","39","181","62",
"1500000US170312206011","Block Group 1, Census Tract 2206.01, Cook County, Illinois","328","57","53","22","275","57",
"1500000US170312206012","Block Group 2, Census Tract 2206.01, Cook County, Illinois","384","66","199","62","185","48",
"1500000US170312206021","Block Group 1, Census Tract 2206.02, Cook County, Illinois","924","294","102","52","822","288",
"1500000US170312206022","Block Group 2, Census Tract 2206.02, Cook County, Illinois","735","200","170","84","565","190",
"1500000US170312206023","Block Group 3, Census Tract 2206.02, Cook County, Illinois","287","117","65","57","222","115",
"1500000US170312206024","Block Group 4, Census Tract 2206.02, Cook County, Illinois","706","177","91","63","615","186",
"1500000US170312207011","Block Group 1, Census Tract 2207.01, Cook County, Illinois","394","121","133","57","261","119",
"1500000US170312207012","Block Group 2, Census Tract 2207.01, Cook County, Illinois","253","81","142","63","111","47",
"1500000US170312207013","Block Group 3, Census Tract 2207.01, Cook County, Illinois","460","112","121","51","339","110",
"1500000US170312207021","Block Group 1, Census Tract 2207.02, Cook County, Illinois","502","116","198","69","304","99",
"1500000US170312207022","Block Group 2, Census Tract 2207.02, Cook County, Illinois","366","150","74","56","292","146",
"1500000US170312207023","Block Group 3, Census Tract 2207.02, Cook County, Illinois","350","101","138","73","212","80",
"1500000US170312207024","Block Group 4, Census Tract 2207.02, Cook County, Illinois","355","135","102","54","253","128",
"1500000US170312209011","Block Group 1, Census Tract 2209.01, Cook County, Illinois","338","92","161","63","177","77",
"1500000US170312209012","Block Group 2, Census Tract 2209.01, Cook County, Illinois","421","111","92","56","329","120",
"1500000US170312209013","Block Group 3, Census Tract 2209.01, Cook County, Illinois","243","80","162","70","81","54",
"1500000US170312209021","Block Group 1, Census Tract 2209.02, Cook County, Illinois","397","94","79","35","318","93",
"1500000US170312209022","Block Group 2, Census Tract 2209.02, Cook County, Illinois","574","85","301","82","273","68",
"1500000US170312210001","Block Group 1, Census Tract 2210, Cook County, Illinois","530","71","183","46","347","75",
"1500000US170312210002","Block Group 2, Census Tract 2210, Cook County, Illinois","539","126","136","45","403","133",
"1500000US170312211001","Block Group 1, Census Tract 2211, Cook County, Illinois","818","162","258","126","560","132",
"1500000US170312211002","Block Group 2, Census Tract 2211, Cook County, Illinois","797","177","169","61","628","166",
"1500000US170312211003","Block Group 3, Census Tract 2211, Cook County, Illinois","380","83","201","74","179","74",
"1500000US170312212001","Block Group 1, Census Tract 2212, Cook County, Illinois","607","90","280","70","327","95",
"1500000US170312212002","Block Group 2, Census Tract 2212, Cook County, Illinois","646","79","248","77","398","85",
"1500000US170312213001","Block Group 1, Census Tract 2213, Cook County, Illinois","547","101","165","73","382","86",
"1500000US170312213002","Block Group 2, Census Tract 2213, Cook County, Illinois","632","210","87","46","545","206",
"1500000US170312213003","Block Group 3, Census Tract 2213, Cook County, Illinois","267","98","30","28","237","96",
"1500000US170312214001","Block Group 1, Census Tract 2214, Cook County, Illinois","398","82","125","50","273","83",
"1500000US170312214002","Block Group 2, Census Tract 2214, Cook County, Illinois","495","92","188","72","307","79",
"1500000US170312214003","Block Group 3, Census Tract 2214, Cook County, Illinois","579","205","155","64","424","203",
"1500000US170312215001","Block Group 1, Census Tract 2215, Cook County, Illinois","701","147","176","117","525","121",
"1500000US170312215002","Block Group 2, Census Tract 2215, Cook County, Illinois","656","116","311","91","345","103",
"1500000US170312216001","Block Group 1, Census Tract 2216, Cook County, Illinois","676","87","444","83","232","64",
"1500000US170312216002","Block Group 2, Census Tract 2216, Cook County, Illinois","719","106","349","80","370","103",
"1500000US170312222001","Block Group 1, Census Tract 2222, Cook County, Illinois","353","52","221","38","132","45",
"1500000US170312222002","Block Group 2, Census Tract 2222, Cook County, Illinois","644","164","252","65","392","153",
"1500000US170312225001","Block Group 1, Census Tract 2225, Cook County, Illinois","559","77","297","85","262","50",
"1500000US170312226001","Block Group 1, Census Tract 2226, Cook County, Illinois","753","77","268","71","485","59",
"1500000US170312227001","Block Group 1, Census Tract 2227, Cook County, Illinois","288","56","112","45","176","57",
"1500000US170312227002","Block Group 2, Census Tract 2227, Cook County, Illinois","524","81","111","48","413","75",
"1500000US170312228001","Block Group 1, Census Tract 2228, Cook County, Illinois","406","121","96","29","310","122",
"1500000US170312229001","Block Group 1, Census Tract 2229, Cook County, Illinois","341","65","125","33","216","68",
"1500000US170312301001","Block Group 1, Census Tract 2301, Cook County, Illinois","644","78","253","80","391","70",
"1500000US170312302001","Block Group 1, Census Tract 2302, Cook County, Illinois","675","99","240","61","435","111",
"1500000US170312303001","Block Group 1, Census Tract 2303, Cook County, Illinois","270","71","87","41","183","71",
"1500000US170312304001","Block Group 1, Census Tract 2304, Cook County, Illinois","366","89","179","69","187","66",
"1500000US170312304002","Block Group 2, Census Tract 2304, Cook County, Illinois","366","86","196","59","170","85",
"1500000US170312305001","Block Group 1, Census Tract 2305, Cook County, Illinois","629","106","209","92","420","105",
"1500000US170312305002","Block Group 2, Census Tract 2305, Cook County, Illinois","552","288","104","61","448","284",
"1500000US170312306001","Block Group 1, Census Tract 2306, Cook County, Illinois","232","160","111","142","121","86",
"1500000US170312306002","Block Group 2, Census Tract 2306, Cook County, Illinois","490","148","154","78","336","143",
"1500000US170312306003","Block Group 3, Census Tract 2306, Cook County, Illinois","149","101","13","22","136","98",
"1500000US170312306004","Block Group 4, Census Tract 2306, Cook County, Illinois","180","98","26","29","154","96",
"1500000US170312306005","Block Group 5, Census Tract 2306, Cook County, Illinois","405","143","72","60","333","140",
"1500000US170312306006","Block Group 6, Census Tract 2306, Cook County, Illinois","470","144","76","61","394","144",
"1500000US170312307001","Block Group 1, Census Tract 2307, Cook County, Illinois","685","295","349","284","336","112",
"1500000US170312307002","Block Group 2, Census Tract 2307, Cook County, Illinois","193","116","56","61","137","103",
"1500000US170312307003","Block Group 3, Census Tract 2307, Cook County, Illinois","320","162","96","64","224","156",
"1500000US170312307004","Block Group 4, Census Tract 2307, Cook County, Illinois","683","171","405","163","278","119",
"1500000US170312308001","Block Group 1, Census Tract 2308, Cook County, Illinois","304","54","213","53","91","37",
"1500000US170312309001","Block Group 1, Census Tract 2309, Cook County, Illinois","451","97","167","68","284","86",
"1500000US170312309002","Block Group 2, Census Tract 2309, Cook County, Illinois","887","161","238","79","649","167",
"1500000US170312309003","Block Group 3, Census Tract 2309, Cook County, Illinois","458","158","187","142","271","102",
"1500000US170312311001","Block Group 1, Census Tract 2311, Cook County, Illinois","385","71","165","51","220","75",
"1500000US170312312001","Block Group 1, Census Tract 2312, Cook County, Illinois","272","113","97","67","175","97",
"1500000US170312312002","Block Group 2, Census Tract 2312, Cook County, Illinois","292","107","155","86","137","95",
"1500000US170312312003","Block Group 3, Census Tract 2312, Cook County, Illinois","354","148","167","144","187","104",
"1500000US170312312004","Block Group 4, Census Tract 2312, Cook County, Illinois","448","119","103","65","345","135",
"1500000US170312312005","Block Group 5, Census Tract 2312, Cook County, Illinois","585","259","275","197","310","166",
"1500000US170312315001","Block Group 1, Census Tract 2315, Cook County, Illinois","198","135","64","65","134","108",
"1500000US170312315002","Block Group 2, Census Tract 2315, Cook County, Illinois","349","129","199","104","150","105",
"1500000US170312315003","Block Group 3, Census Tract 2315, Cook County, Illinois","312","117","197","109","115","95",
"1500000US170312315004","Block Group 4, Census Tract 2315, Cook County, Illinois","512","182","93","116","419","150",
"1500000US170312315005","Block Group 5, Census Tract 2315, Cook County, Illinois","686","350","167","101","519","369",
"1500000US170312402001","Block Group 1, Census Tract 2402, Cook County, Illinois","795","99","450","111","345","68",
"1500000US170312403001","Block Group 1, Census Tract 2403, Cook County, Illinois","612","91","317","66","295","80",
"1500000US170312405001","Block Group 1, Census Tract 2405, Cook County, Illinois","1276","178","777","82","499","193",
"1500000US170312406001","Block Group 1, Census Tract 2406, Cook County, Illinois","651","97","394","88","257","64",
"1500000US170312407001","Block Group 1, Census Tract 2407, Cook County, Illinois","701","82","233","49","468","96",
"1500000US170312408001","Block Group 1, Census Tract 2408, Cook County, Illinois","175","43","123","34","52","28",
"1500000US170312408002","Block Group 2, Census Tract 2408, Cook County, Illinois","400","73","201","71","199","51",
"1500000US170312409001","Block Group 1, Census Tract 2409, Cook County, Illinois","542","132","155","103","387","86",
"1500000US170312410001","Block Group 1, Census Tract 2410, Cook County, Illinois","380","70","71","31","309","70",
"1500000US170312410002","Block Group 2, Census Tract 2410, Cook County, Illinois","387","89","174","77","213","52",
"1500000US170312411001","Block Group 1, Census Tract 2411, Cook County, Illinois","668","120","256","85","412","121",
"1500000US170312411002","Block Group 2, Census Tract 2411, Cook County, Illinois","757","114","270","80","487","98",
"1500000US170312412001","Block Group 1, Census Tract 2412, Cook County, Illinois","357","86","136","42","221","80",
"1500000US170312412002","Block Group 2, Census Tract 2412, Cook County, Illinois","496","125","145","108","351","71",
"1500000US170312413001","Block Group 1, Census Tract 2413, Cook County, Illinois","769","90","352","95","417","65",
"1500000US170312414001","Block Group 1, Census Tract 2414, Cook County, Illinois","706","213","62","41","644","220",
"1500000US170312414002","Block Group 2, Census Tract 2414, Cook County, Illinois","453","135","237","122","216","100",
"1500000US170312414003","Block Group 3, Census Tract 2414, Cook County, Illinois","826","247","270","112","556","235",
"1500000US170312414004","Block Group 4, Census Tract 2414, Cook County, Illinois","534","138","185","74","349","131",
"1500000US170312415001","Block Group 1, Census Tract 2415, Cook County, Illinois","534","112","299","100","235","100",
"1500000US170312415002","Block Group 2, Census Tract 2415, Cook County, Illinois","323","63","116","58","207","56",
"1500000US170312415003","Block Group 3, Census Tract 2415, Cook County, Illinois","457","93","176","73","281","81",
"1500000US170312416001","Block Group 1, Census Tract 2416, Cook County, Illinois","614","91","181","55","433","81",
"1500000US170312416002","Block Group 2, Census Tract 2416, Cook County, Illinois","971","156","182","61","789","146",
"1500000US170312420001","Block Group 1, Census Tract 2420, Cook County, Illinois","655","134","230","95","425","119",
"1500000US170312420002","Block Group 2, Census Tract 2420, Cook County, Illinois","988","277","254","163","734","252",
"1500000US170312420003","Block Group 3, Census Tract 2420, Cook County, Illinois","405","133","92","80","313","115",
"1500000US170312421001","Block Group 1, Census Tract 2421, Cook County, Illinois","713","489","449","488","264","78",
"1500000US170312421002","Block Group 2, Census Tract 2421, Cook County, Illinois","540","107","174","52","366","114",
"1500000US170312421003","Block Group 3, Census Tract 2421, Cook County, Illinois","730","116","449","100","281","91",
"1500000US170312422001","Block Group 1, Census Tract 2422, Cook County, Illinois","756","125","343","98","413","109",
"1500000US170312422002","Block Group 2, Census Tract 2422, Cook County, Illinois","966","135","452","122","514","109",
"1500000US170312423001","Block Group 1, Census Tract 2423, Cook County, Illinois","739","181","292","94","447","163",
"1500000US170312423002","Block Group 2, Census Tract 2423, Cook County, Illinois","931","155","418","132","513","107",
"1500000US170312424001","Block Group 1, Census Tract 2424, Cook County, Illinois","599","106","128","55","471","112",
"1500000US170312424002","Block Group 2, Census Tract 2424, Cook County, Illinois","840","144","233","91","607","114",
"1500000US170312425001","Block Group 1, Census Tract 2425, Cook County, Illinois","785","169","219","66","566","168",
"1500000US170312425002","Block Group 2, Census Tract 2425, Cook County, Illinois","778","143","194","61","584","141",
"1500000US170312426001","Block Group 1, Census Tract 2426, Cook County, Illinois","418","116","125","110","293","102",
