"GEO_ID","NAME","B17021_001E","B17021_001M","B17021_002E","B17021_002M","B17021_003E","B17021_003M","B17021_004E","B17021_004M","B17021_005E","B17021_005M","B17021_006E","B17021_006M","B17021_007E","B17021_007M","B17021_008E","B17021_008M","B17021_009E","B17021_009M","B17021_010E","B17021_010M","B17021_011E","B17021_011M","B17021_012E","B17021_012M","B17021_013E","B17021_013M","B17021_014E","B17021_014M","B17021_015E","B17021_015M","B17021_016E","B17021_016M","B17021_017E","B17021_017M","B17021_018E","B17021_018M","B17021_019E","B17021_019M","B17021_020E","B17021_020M","B17021_021E","B17021_021M","B17021_022E","B17021_022M","B17021_023E","B17021_023M","B17021_024E","B17021_024M","B17021_025E","B17021_025M","B17021_026E","B17021_026M","B17021_027E","B17021_027M","B17021_028E","B17021_028M","B17021_029E","B17021_029M","B17021_030E","B17021_030M","B17021_031E","B17021_031M","B17021_032E","B17021_032M","B17021_033E","B17021_033M","B17021_034E","B17021_034M","B17021_035E","B17021_035M",
"1500000US170314313021","Block Group 1, Census Tract 4313.02, Cook County, Illinois","1088","359","696","368","481","368","0","12","0","12","0","12","481","368","128","192","108","163","20","29","353","310","353","310","0","12","215","112","185","97","185","97","0","12","30","57","392","166","281","149","178","143","178","143","0","12","103","88","0","12","0","12","0","12","103","88","103","88","0","12","111","88","103","87","103","87","0","12","8","16",
"1500000US170314313022","Block Group 2, Census Tract 4313.02, Cook County, Illinois","858","441","511","341","471","335","20","35","0","12","20","35","451","329","206","284","170","234","36","50","245","248","245","248","0","12","40","42","40","42","40","42","0","12","0","12","347","223","246","210","94","167","94","167","0","12","152","146","0","12","0","12","0","12","152","146","152","146","0","12","101","74","101","74","101","74","0","12","0","12",
"1500000US170314313023","Block Group 3, Census Tract 4313.02, Cook County, Illinois","1592","499","572","312","473","313","0","12","0","12","0","12","473","313","0","12","0","12","0","12","473","313","436","287","37","42","99","69","89","60","82","58","7","12","10","17","1020","414","893","429","72","83","72","83","0","12","821","410","0","12","0","12","0","12","821","410","821","410","0","12","127","84","118","74","112","71","6","16","9","23",
"1500000US170314314001","Block Group 1, Census Tract 4314, Cook County, Illinois","1033","373","395","345","180","299","180","299","180","299","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","215","157","166","119","101","95","65","72","49","54","638","233","185","170","98","104","98","104","0","12","87","140","0","12","0","12","0","12","87","140","87","140","0","12","453","199","415","167","359","155","56","69","38","65",
"1500000US170314314002","Block Group 2, Census Tract 4314, Cook County, Illinois","2406","909","1267","778","1135","764","0","12","0","12","0","12","1135","764","0","12","0","12","0","12","1135","764","1135","764","0","12","132","122","132","122","93","106","39","62","0","12","1139","594","700","549","26","43","26","43","0","12","674","546","120","196","120","196","0","12","554","505","381","379","173","197","439","257","264","138","232","133","32","42","175","199",
"1500000US170314314003","Block Group 3, Census Tract 4314, Cook County, Illinois","1961","545","402","236","154","151","0","12","0","12","0","12","154","151","80","126","80","126","0","12","74","83","42","65","32","51","248","186","147","126","108","108","39","63","101","103","1559","518","1036","513","102","129","102","129","0","12","934","496","167","185","167","185","0","12","767","461","737","448","30","49","523","173","522","173","479","165","43","68","1","2",
"1500000US170314314004","Block Group 4, Census Tract 4314, Cook County, Illinois","1051","296","222","142","116","110","0","12","0","12","0","12","116","110","0","12","0","12","0","12","116","110","91","102","25","41","106","101","91","95","91","95","0","12","15","33","829","250","312","184","38","60","38","60","0","12","274","178","0","12","0","12","0","12","274","178","251","175","23","37","517","194","451","161","419","157","32","36","66","79",
"1500000US170314401011","Block Group 1, Census Tract 4401.01, Cook County, Illinois","1085","320","422","216","165","186","0","12","0","12","0","12","165","186","0","12","0","12","0","12","165","186","165","186","0","12","257","120","222","106","202","105","20","27","35","53","663","262","330","197","154","143","154","143","0","12","176","185","49","77","49","77","0","12","127","172","127","172","0","12","333","170","278","139","226","121","52","59","55","59",
"1500000US170314401012","Block Group 2, Census Tract 4401.01, Cook County, Illinois","1348","555","465","358","296","349","0","12","0","12","0","12","296","349","0","12","0","12","0","12","296","349","296","349","0","12","169","96","169","96","169","96","0","12","0","12","883","514","672","497","215","346","215","346","0","12","457","353","234","292","234","292","0","12","223","189","199","188","24","40","211","151","211","151","211","151","0","12","0","12",
"1500000US170314401013","Block Group 3, Census Tract 4401.01, Cook County, Illinois","271","183","59","89","59","89","0","12","0","12","0","12","59","89","0","12","0","12","0","12","59","89","59","89","0","12","0","12","0","12","0","12","0","12","0","12","212","164","86","114","86","114","86","114","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","126","116","97","82","61","62","36","57","29","45",
"1500000US170314401014","Block Group 4, Census Tract 4401.01, Cook County, Illinois","1450","436","728","360","449","347","82","99","56","90","26","43","367","336","76","124","53","86","23","37","291","318","291","318","0","12","279","119","174","102","174","102","0","12","105","93","722","269","456","225","111","152","84","110","27","43","345","187","0","12","0","12","0","12","345","187","314","168","31","45","266","155","232","146","130","102","102","104","34","39",
"1500000US170314401021","Block Group 1, Census Tract 4401.02, Cook County, Illinois","1140","420","320","215","212","206","0","12","0","12","0","12","212","206","114","176","88","137","26","40","98","113","98","113","0","12","108","59","30","29","15","24","15","20","78","44","820","412","584","386","434","363","434","363","0","12","150","179","0","12","0","12","0","12","150","179","128","148","22","38","236","114","236","114","193","110","43","26","0","12",
"1500000US170314401022","Block Group 2, Census Tract 4401.02, Cook County, Illinois","586","194","70","79","26","58","0","12","0","12","0","12","26","58","0","12","0","12","0","12","26","58","26","58","0","12","44","52","44","52","44","52","0","12","0","12","516","179","258","142","233","142","233","142","0","12","25","40","0","12","0","12","0","12","25","40","25","40","0","12","258","136","258","136","258","136","0","12","0","12",
"1500000US170314401023","Block Group 3, Census Tract 4401.02, Cook County, Illinois","821","414","74","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","74","57","74","57","74","57","0","12","0","12","747","409","454","405","56","53","56","53","0","12","398","404","0","12","0","12","0","12","398","404","398","404","0","12","293","130","218","87","151","83","67","59","75","67",
"1500000US170314401024","Block Group 4, Census Tract 4401.02, Cook County, Illinois","812","295","159","122","98","117","0","12","0","12","0","12","98","117","0","12","0","12","0","12","98","117","98","117","0","12","61","56","61","56","61","56","0","12","0","12","653","284","369","258","52","56","52","56","0","12","317","250","0","12","0","12","0","12","317","250","302","246","15","23","284","163","253","139","222","131","31","51","31","48",
"1500000US170314402011","Block Group 1, Census Tract 4402.01, Cook County, Illinois","1805","906","873","874","760","859","63","109","63","109","0","12","697","851","75","121","50","81","25","40","622","842","622","842","0","12","113","109","113","109","85","98","28","46","0","12","932","733","716","722","411","639","347","541","64","98","305","342","0","12","0","12","0","12","305","342","305","342","0","12","216","108","176","109","176","109","0","12","40","66",
"1500000US170314402012","Block Group 2, Census Tract 4402.01, Cook County, Illinois","1747","623","250","211","136","177","0","12","0","12","0","12","136","177","0","12","0","12","0","12","136","177","117","174","19","30","114","117","83","105","83","105","0","12","31","49","1497","608","1109","551","402","390","402","390","0","12","707","491","0","12","0","12","0","12","707","491","663","460","44","58","388","252","361","242","314","235","47","55","27","47",
"1500000US170314402013","Block Group 3, Census Tract 4402.01, Cook County, Illinois","679","581","166","157","77","123","0","12","0","12","0","12","77","123","0","12","0","12","0","12","77","123","77","123","0","12","89","108","89","108","89","108","0","12","0","12","513","569","407","564","75","122","75","122","0","12","332","551","0","12","0","12","0","12","332","551","332","551","0","12","106","103","106","103","106","103","0","12","0","12",
"1500000US170314402014","Block Group 4, Census Tract 4402.01, Cook County, Illinois","1687","957","565","454","506","446","0","12","0","12","0","12","506","446","99","162","99","162","0","12","407","417","407","417","0","12","59","95","59","95","59","95","0","12","0","12","1122","856","747","879","0","12","0","12","0","12","747","879","25","40","0","12","25","40","722","878","682","858","40","62","375","193","375","193","375","193","0","12","0","12",
"1500000US170314402021","Block Group 1, Census Tract 4402.02, Cook County, Illinois","1012","373","424","254","231","245","11","16","0","12","11","16","220","245","0","12","0","12","0","12","220","245","220","245","0","12","193","138","193","138","164","131","29","49","0","12","588","284","385","265","154","170","154","170","0","12","231","225","172","221","165","221","7","13","59","64","59","64","0","12","203","106","157","86","145","83","12","21","46","55",
"1500000US170314402022","Block Group 2, Census Tract 4402.02, Cook County, Illinois","977","216","129","68","42","48","0","12","0","12","0","12","42","48","0","12","0","12","0","12","42","48","42","48","0","12","87","47","87","47","87","47","0","12","0","12","848","216","312","178","124","123","124","123","0","12","188","133","0","12","0","12","0","12","188","133","188","133","0","12","536","133","536","133","536","133","0","12","0","12",
"1500000US170314402023","Block Group 3, Census Tract 4402.02, Cook County, Illinois","685","243","56","41","49","39","0","12","0","12","0","12","49","39","0","12","0","12","0","12","49","39","24","38","25","38","7","12","7","12","7","12","0","12","0","12","629","239","549","242","192","150","192","150","0","12","357","213","38","59","38","59","0","12","319","207","319","207","0","12","80","56","80","56","80","56","0","12","0","12",
"1500000US170314403001","Block Group 1, Census Tract 4403, Cook County, Illinois","685","384","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","685","384","639","381","171","118","171","118","0","12","468","428","0","12","0","12","0","12","468","428","468","428","0","12","46","43","46","43","46","43","0","12","0","12",
"1500000US170314403002","Block Group 2, Census Tract 4403, Cook County, Illinois","856","386","25","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","35","21","35","21","35","0","12","4","5","831","386","611","394","287","263","287","263","0","12","324","321","125","198","125","198","0","12","199","253","199","253","0","12","220","120","219","120","219","120","0","12","1","3",
"1500000US170314403003","Block Group 3, Census Tract 4403, Cook County, Illinois","630","418","44","66","44","66","0","12","0","12","0","12","44","66","44","66","0","12","44","66","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","586","360","428","345","64","85","64","85","0","12","364","341","211","319","211","319","0","12","153","140","139","132","14","24","158","117","158","117","158","117","0","12","0","12",
"1500000US170314403004","Block Group 4, Census Tract 4403, Cook County, Illinois","1052","395","86","85","23","44","23","44","23","44","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","63","76","63","76","63","76","0","12","0","12","966","403","846","409","592","393","592","393","0","12","254","244","35","56","35","56","0","12","219","239","219","239","0","12","120","76","120","76","120","76","0","12","0","12",
"1500000US170314403005","Block Group 5, Census Tract 4403, Cook County, Illinois","1349","739","368","250","223","212","0","12","0","12","0","12","223","212","85","128","85","128","0","12","138","169","138","169","0","12","145","156","79","91","44","73","35","55","66","84","981","727","756","727","451","697","451","697","0","12","305","245","0","12","0","12","0","12","305","245","305","245","0","12","225","117","225","117","210","113","15","25","0","12",
"1500000US170314406001","Block Group 1, Census Tract 4406, Cook County, Illinois","959","312","127","85","67","78","18","22","0","12","18","22","49","75","0","12","0","12","0","12","49","75","49","75","0","12","60","38","60","38","60","38","0","12","0","12","832","319","721","318","529","292","529","292","0","12","192","147","77","88","51","59","26","29","115","105","115","105","0","12","111","39","111","39","111","39","0","12","0","12",
"1500000US170314406002","Block Group 2, Census Tract 4406, Cook County, Illinois","800","213","136","152","133","152","0","12","0","12","0","12","133","152","0","12","0","12","0","12","133","152","133","152","0","12","3","5","3","5","3","5","0","12","0","12","664","195","477","170","240","127","240","127","0","12","237","130","17","24","17","24","0","12","220","129","220","129","0","12","187","98","143","62","111","50","32","35","44","48",
"1500000US170314407001","Block Group 1, Census Tract 4407, Cook County, Illinois","640","163","134","134","108","130","0","12","0","12","0","12","108","130","0","12","0","12","0","12","108","130","108","130","0","12","26","27","13","19","0","12","13","19","13","20","506","160","346","162","175","175","175","175","0","12","171","112","0","12","0","12","0","12","171","112","171","112","0","12","160","70","127","58","100","51","27","31","33","27",
"1500000US170314407002","Block Group 2, Census Tract 4407, Cook County, Illinois","752","329","39","33","16","25","16","25","16","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","23","23","23","23","23","0","12","0","12","713","333","608","329","214","110","214","110","0","12","394","338","23","36","23","36","0","12","371","336","371","336","0","12","105","60","89","45","77","41","12","20","16","25",
"1500000US170314408001","Block Group 1, Census Tract 4408, Cook County, Illinois","511","157","233","113","115","88","0","12","0","12","0","12","115","88","17","23","17","23","0","12","98","85","90","85","8","15","118","85","83","52","52","40","31","36","35","42","278","109","177","95","73","73","73","73","0","12","104","56","0","12","0","12","0","12","104","56","104","56","0","12","101","54","92","48","84","46","8","10","9","14",
"1500000US170314408002","Block Group 2, Census Tract 4408, Cook County, Illinois","1357","428","691","291","524","255","143","129","143","129","0","12","381","229","16","28","0","12","16","28","365","231","365","231","0","12","167","164","62","41","62","41","0","12","105","160","666","258","532","202","234","156","234","156","0","12","298","159","147","155","147","155","0","12","151","85","136","84","15","24","134","133","84","68","41","29","43","61","50","68",
"1500000US170314409001","Block Group 1, Census Tract 4409, Cook County, Illinois","1072","462","148","125","73","111","0","12","0","12","0","12","73","111","0","12","0","12","0","12","73","111","73","111","0","12","75","68","42","46","42","46","0","12","33","48","924","480","846","490","134","100","134","100","0","12","712","502","269","357","233","306","36","51","443","344","394","306","49","63","78","61","76","61","54","49","22","35","2","3",
"1500000US170314409002","Block Group 2, Census Tract 4409, Cook County, Illinois","485","190","215","155","215","155","92","139","92","139","0","12","123","103","63","100","63","100","0","12","60","63","60","63","0","12","0","12","0","12","0","12","0","12","0","12","270","141","177","137","0","12","0","12","0","12","177","137","55","68","55","68","0","12","122","122","122","122","0","12","93","56","86","52","75","49","11","16","7","11",
"1500000US170314409003","Block Group 3, Census Tract 4409, Cook County, Illinois","953","391","194","136","65","102","15","24","0","12","15","24","50","100","0","12","0","12","0","12","50","100","50","100","0","12","129","98","129","98","129","98","0","12","0","12","759","343","687","333","170","177","170","177","0","12","517","313","145","146","145","146","0","12","372","340","323","287","49","65","72","65","47","38","22","23","25","29","25","30",
"1500000US170314503001","Block Group 1, Census Tract 4503, Cook County, Illinois","1327","276","217","171","91","147","0","12","0","12","0","12","91","147","0","12","0","12","0","12","91","147","91","147","0","12","126","110","37","57","37","57","0","12","89","96","1110","215","822","237","456","236","456","236","0","12","366","187","26","40","26","40","0","12","340","185","327","176","13","21","288","171","288","171","204","147","84","92","0","12",
"1500000US170314503002","Block Group 2, Census Tract 4503, Cook County, Illinois","653","251","187","177","160","173","0","12","0","12","0","12","160","173","0","12","0","12","0","12","160","173","160","173","0","12","27","40","27","40","27","40","0","12","0","12","466","208","407","218","192","156","192","156","0","12","215","187","0","12","0","12","0","12","215","187","183","184","32","47","59","56","59","56","59","56","0","12","0","12",
"1500000US170314503003","Block Group 3, Census Tract 4503, Cook County, Illinois","926","336","108","106","85","99","0","12","0","12","0","12","85","99","0","12","0","12","0","12","85","99","57","89","28","41","23","37","23","37","23","37","0","12","0","12","818","321","768","319","370","225","370","225","0","12","398","236","0","12","0","12","0","12","398","236","398","236","0","12","50","41","50","41","50","41","0","12","0","12",
"1500000US170314503004","Block Group 4, Census Tract 4503, Cook County, Illinois","429","145","28","45","28","45","0","12","0","12","0","12","28","45","0","12","0","12","0","12","28","45","28","45","0","12","0","12","0","12","0","12","0","12","0","12","401","141","184","117","41","61","41","61","0","12","143","110","0","12","0","12","0","12","143","110","143","110","0","12","217","129","206","126","198","125","8","13","11","17",
"1500000US170314601001","Block Group 1, Census Tract 4601, Cook County, Illinois","588","211","196","140","147","135","0","12","0","12","0","12","147","135","31","50","0","12","31","50","116","127","98","113","18","28","49","48","49","48","49","48","0","12","0","12","392","158","219","151","69","78","69","78","0","12","150","135","56","90","56","90","0","12","94","105","94","105","0","12","173","84","173","84","173","84","0","12","0","12",
"1500000US170314601002","Block Group 2, Census Tract 4601, Cook County, Illinois","733","303","192","163","134","160","0","12","0","12","0","12","134","160","0","12","0","12","0","12","134","160","134","160","0","12","58","55","36","42","11","17","25","38","22","35","541","272","483","270","352","244","352","244","0","12","131","111","0","12","0","12","0","12","131","111","131","111","0","12","58","58","28","33","11","17","17","28","30","46",
"1500000US170314601003","Block Group 3, Census Tract 4601, Cook County, Illinois","460","203","53","40","20","31","0","12","0","12","0","12","20","31","20","31","0","12","20","31","0","12","0","12","0","12","33","40","33","40","33","40","0","12","0","12","407","192","358","186","13","21","13","21","0","12","345","187","57","89","57","89","0","12","288","176","273","175","15","24","49","42","49","42","49","42","0","12","0","12",
"1500000US170314601004","Block Group 4, Census Tract 4601, Cook County, Illinois","1003","598","458","523","442","523","0","12","0","12","0","12","442","523","42","65","42","65","0","12","400","525","400","525","0","12","16","19","13","19","13","19","0","12","3","3","545","321","413","312","201","247","201","247","0","12","212","193","0","12","0","12","0","12","212","193","185","170","27","40","132","115","95","72","67","59","28","44","37","57",
"1500000US170314602001","Block Group 1, Census Tract 4602, Cook County, Illinois","712","279","333","199","238","194","108","123","108","123","0","12","130","141","0","12","0","12","0","12","130","141","130","141","0","12","95","55","88","52","52","41","36","34","7","10","379","221","304","224","111","107","111","107","0","12","193","193","30","45","30","45","0","12","163","188","163","188","0","12","75","49","35","26","35","26","0","12","40","43",
"1500000US170314602002","Block Group 2, Census Tract 4602, Cook County, Illinois","1530","335","348","179","181","149","78","99","78","99","0","12","103","107","0","12","0","12","0","12","103","107","103","107","0","12","167","116","124","101","93","97","31","30","43","35","1182","333","1025","338","500","358","500","358","0","12","525","221","130","90","130","90","0","12","395","204","377","192","18","22","157","78","138","64","118","58","20","25","19","25",
"1500000US170314603011","Block Group 1, Census Tract 4603.01, Cook County, Illinois","1537","418","468","387","421","398","0","12","0","12","0","12","421","398","0","12","0","12","0","12","421","398","413","394","8","12","47","48","47","48","5","8","42","47","0","12","1069","329","919","325","389","207","389","207","0","12","530","281","176","164","176","164","0","12","354","263","354","263","0","12","150","104","85","81","85","81","0","12","65","72",
"1500000US170314603012","Block Group 2, Census Tract 4603.01, Cook County, Illinois","931","341","411","261","171","131","45","70","45","70","0","12","126","115","22","36","0","12","22","36","104","113","104","113","0","12","240","224","104","113","15","19","89","112","136","126","520","227","395","215","133","139","133","139","0","12","262","181","143","143","118","113","25","42","119","116","119","116","0","12","125","82","113","79","58","56","55","59","12","18",
"1500000US170314603013","Block Group 3, Census Tract 4603.01, Cook County, Illinois","987","359","414","283","360","280","62","78","62","78","0","12","298","277","0","12","0","12","0","12","298","277","298","277","0","12","54","51","0","12","0","12","0","12","54","51","573","369","462","367","172","135","172","135","0","12","290","337","58","89","58","89","0","12","232","326","232","326","0","12","111","46","111","46","65","42","46","43","0","12",
"1500000US170314603021","Block Group 1, Census Tract 4603.02, Cook County, Illinois","312","202","230","187","194","174","28","44","28","44","0","12","166","170","0","12","0","12","0","12","166","170","166","170","0","12","36","53","16","24","0","12","16","24","20","29","82","88","74","86","0","12","0","12","0","12","74","86","0","12","0","12","0","12","74","86","74","86","0","12","8","13","8","13","8","13","0","12","0","12",
"1500000US170314603022","Block Group 2, Census Tract 4603.02, Cook County, Illinois","528","280","194","246","186","246","0","12","0","12","0","12","186","246","166","254","101","153","65","102","20","30","0","12","20","30","8","13","8","13","8","13","0","12","0","12","334","208","246","200","44","73","44","73","0","12","202","188","0","12","0","12","0","12","202","188","202","188","0","12","88","67","88","67","88","67","0","12","0","12",
"1500000US170314603023","Block Group 3, Census Tract 4603.02, Cook County, Illinois","1421","952","225","186","212","185","83","136","83","136","0","12","129","129","0","12","0","12","0","12","129","129","112","125","17","28","13","21","0","12","0","12","0","12","13","21","1196","932","1046","944","871","928","871","928","0","12","175","183","0","12","0","12","0","12","175","183","152","149","23","37","150","72","150","72","137","71","13","20","0","12",
"1500000US170314603024","Block Group 4, Census Tract 4603.02, Cook County, Illinois","1268","514","367","308","305","307","0","12","0","12","0","12","305","307","0","12","0","12","0","12","305","307","229","260","76","67","62","47","46","50","46","50","0","12","16","11","901","422","861","422","180","194","180","194","0","12","681","379","0","12","0","12","0","12","681","379","653","382","28","42","40","44","40","44","40","44","0","12","0","12",
"1500000US170314604001","Block Group 1, Census Tract 4604, Cook County, Illinois","991","431","55","62","51","62","0","12","0","12","0","12","51","62","0","12","0","12","0","12","51","62","51","62","0","12","4","6","4","6","4","6","0","12","0","12","936","440","753","440","432","363","432","363","0","12","321","244","166","223","166","223","0","12","155","121","155","121","0","12","183","119","147","88","121","80","26","39","36","53",
"1500000US170314604002","Block Group 2, Census Tract 4604, Cook County, Illinois","430","233","204","212","173","211","0","12","0","12","0","12","173","211","0","12","0","12","0","12","173","211","173","211","0","12","31","30","29","29","29","29","0","12","2","4","226","136","130","73","103","69","103","69","0","12","27","36","27","36","27","36","0","12","0","12","0","12","0","12","96","108","60","58","28","33","32","49","36","55",
"1500000US170314604003","Block Group 3, Census Tract 4604, Cook County, Illinois","1224","490","527","388","527","388","0","12","0","12","0","12","527","388","210","322","201","322","9","13","317","228","317","228","0","12","0","12","0","12","0","12","0","12","0","12","697","285","633","295","159","154","159","154","0","12","474","296","95","128","17","27","78","125","379","300","364","282","15","25","64","51","64","51","64","51","0","12","0","12",
"1500000US170314604004","Block Group 4, Census Tract 4604, Cook County, Illinois","847","351","154","194","133","191","0","12","0","12","0","12","133","191","0","12","0","12","0","12","133","191","101","180","32","47","21","32","0","12","0","12","0","12","21","32","693","330","593","322","359","321","359","321","0","12","234","184","0","12","0","12","0","12","234","184","234","184","0","12","100","88","72","50","28","25","44","50","28","43",
"1500000US170314605001","Block Group 1, Census Tract 4605, Cook County, Illinois","967","559","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","967","559","446","548","0","12","0","12","0","12","446","548","324","527","324","527","0","12","122","144","122","144","0","12","521","383","396","270","286","235","110","149","125","170",
"1500000US170314605002","Block Group 2, Census Tract 4605, Cook County, Illinois","323","320","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","323","320","306","319","233","303","233","303","0","12","73","105","45","86","45","86","0","12","28","60","28","60","0","12","17","26","17","26","17","26","0","12","0","12",
"1500000US170314605003","Block Group 3, Census Tract 4605, Cook County, Illinois","1066","649","38","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","38","45","38","45","38","45","0","12","0","12","1028","659","852","645","166","193","166","193","0","12","686","651","380","484","380","484","0","12","306","403","306","403","0","12","176","156","135","119","98","107","37","55","41","60",
"1500000US170314605004","Block Group 4, Census Tract 4605, Cook County, Illinois","1022","671","241","321","203","313","0","12","0","12","0","12","203","313","0","12","0","12","0","12","203","313","203","313","0","12","38","65","38","65","38","65","0","12","0","12","781","578","679","568","622","609","622","609","0","12","57","113","57","113","57","113","0","12","0","12","0","12","0","12","102","78","102","78","102","78","0","12","0","12",
"1500000US170314605005","Block Group 5, Census Tract 4605, Cook County, Illinois","978","653","102","91","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","102","91","102","91","102","91","0","12","0","12","876","655","686","591","477","560","477","560","0","12","209","237","88","128","88","128","0","12","121","245","121","245","0","12","190","278","91","118","22","27","69","116","99","162",
"1500000US170314605006","Block Group 6, Census Tract 4605, Cook County, Illinois","957","452","76","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","76","85","31","56","31","56","0","12","45","68","881","460","659","413","500","366","500","366","0","12","159","234","159","234","97","143","62","91","0","12","0","12","0","12","222","182","157","121","97","112","60","52","65","114",
"1500000US170314605007","Block Group 7, Census Tract 4605, Cook County, Illinois","780","423","140","151","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","140","151","140","151","140","151","0","12","0","12","640","414","517","405","21","36","21","36","0","12","496","402","0","12","0","12","0","12","496","402","496","402","0","12","123","110","123","110","123","110","0","12","0","12",
"1500000US170314608001","Block Group 1, Census Tract 4608, Cook County, Illinois","991","870","620","831","568","830","568","830","568","830","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","52","55","30","23","18","16","12","18","22","36","371","236","328","235","105","114","105","114","0","12","223","204","0","12","0","12","0","12","223","204","223","204","0","12","43","47","43","47","43","47","0","12","0","12",
"1500000US170314608002","Block Group 2, Census Tract 4608, Cook County, Illinois","883","318","159","104","88","88","0","12","0","12","0","12","88","88","41","58","41","58","0","12","47","70","35","52","12","18","71","57","55","51","35","42","20","31","16","26","724","317","673","324","352","240","352","240","0","12","321","275","0","12","0","12","0","12","321","275","321","275","0","12","51","49","20","32","20","32","0","12","31","40",
"1500000US170314608003","Block Group 3, Census Tract 4608, Cook County, Illinois","1342","400","789","336","755","338","40","63","40","63","0","12","715","332","0","12","0","12","0","12","715","332","715","332","0","12","34","39","34","39","34","39","0","12","0","12","553","310","514","313","159","157","159","157","0","12","355","277","49","75","49","75","0","12","306","270","306","270","0","12","39","46","39","46","39","46","0","12","0","12",
"1500000US170314608004","Block Group 4, Census Tract 4608, Cook County, Illinois","972","282","414","278","369","278","65","73","65","73","0","12","304","276","92","121","55","91","37","37","212","251","194","232","18","31","45","31","30","22","14","13","16","17","15","18","558","162","467","165","115","95","115","95","0","12","352","145","86","64","86","64","0","12","266","142","261","141","5","10","91","49","55","32","38","30","17","20","36","31",
"1500000US170314610001","Block Group 1, Census Tract 4610, Cook County, Illinois","1340","263","378","70","11","19","0","12","0","12","0","12","11","19","0","12","0","12","0","12","11","19","11","19","0","12","367","72","289","63","289","63","0","12","78","33","962","262","760","259","453","200","453","200","0","12","307","162","97","105","81","90","16","26","210","121","210","121","0","12","202","67","196","64","190","62","6","9","6","9",
"1500000US170314701001","Block Group 1, Census Tract 4701, Cook County, Illinois","1113","373","104","69","32","35","0","12","0","12","0","12","32","35","16","27","0","12","16","27","16","24","0","12","16","24","72","61","72","61","54","53","18","26","0","12","1009","361","909","361","381","305","381","305","0","12","528","239","159","172","159","172","0","12","369","182","351","177","18","27","100","105","31","45","31","45","0","12","69","98",
"1500000US170314701002","Block Group 2, Census Tract 4701, Cook County, Illinois","1067","360","150","109","43","66","0","12","0","12","0","12","43","66","0","12","0","12","0","12","43","66","43","66","0","12","107","83","107","83","82","70","25","40","0","12","917","334","580","299","376","287","376","287","0","12","204","133","0","12","0","12","0","12","204","133","181","121","23","35","337","170","305","159","305","159","0","12","32","49",
"1500000US170314801001","Block Group 1, Census Tract 4801, Cook County, Illinois","1065","198","236","178","168","160","27","43","27","43","0","12","141","159","103","156","103","156","0","12","38","44","38","44","0","12","68","68","68","68","68","68","0","12","0","12","829","230","620","211","240","115","240","115","0","12","380","178","132","130","113","103","19","29","248","124","248","124","0","12","209","82","209","82","209","82","0","12","0","12",
"1500000US170314801002","Block Group 2, Census Tract 4801, Cook County, Illinois","999","246","72","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","72","46","66","45","66","45","0","12","6","10","927","243","792","255","204","113","204","113","0","12","588","247","89","85","89","85","0","12","499","238","491","237","8","12","135","57","120","51","102","48","18","17","15","15",
"1500000US170314802001","Block Group 1, Census Tract 4802, Cook County, Illinois","440","141","80","45","27","34","0","12","0","12","0","12","27","34","0","12","0","12","0","12","27","34","27","34","0","12","53","38","39","33","39","33","0","12","14","22","360","137","145","93","14","18","14","18","0","12","131","90","0","12","0","12","0","12","131","90","125","91","6","11","215","110","202","106","175","104","27","29","13","19",
"1500000US170314802002","Block Group 2, Census Tract 4802, Cook County, Illinois","472","144","88","76","21","24","0","12","0","12","0","12","21","24","0","12","0","12","0","12","21","24","11","15","10","18","67","72","67","72","67","72","0","12","0","12","384","123","335","126","152","117","152","117","0","12","183","102","0","12","0","12","0","12","183","102","183","102","0","12","49","36","49","36","49","36","0","12","0","12",
