"GEO_ID","NAME","B17021_001E","B17021_001M","B17021_002E","B17021_002M","B17021_003E","B17021_003M","B17021_004E","B17021_004M","B17021_005E","B17021_005M","B17021_006E","B17021_006M","B17021_007E","B17021_007M","B17021_008E","B17021_008M","B17021_009E","B17021_009M","B17021_010E","B17021_010M","B17021_011E","B17021_011M","B17021_012E","B17021_012M","B17021_013E","B17021_013M","B17021_014E","B17021_014M","B17021_015E","B17021_015M","B17021_016E","B17021_016M","B17021_017E","B17021_017M","B17021_018E","B17021_018M","B17021_019E","B17021_019M","B17021_020E","B17021_020M","B17021_021E","B17021_021M","B17021_022E","B17021_022M","B17021_023E","B17021_023M","B17021_024E","B17021_024M","B17021_025E","B17021_025M","B17021_026E","B17021_026M","B17021_027E","B17021_027M","B17021_028E","B17021_028M","B17021_029E","B17021_029M","B17021_030E","B17021_030M","B17021_031E","B17021_031M","B17021_032E","B17021_032M","B17021_033E","B17021_033M","B17021_034E","B17021_034M","B17021_035E","B17021_035M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Income in the past 12 months below poverty level:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In married couple families:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In married couple families:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In married couple families:!!All relatives","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In married couple families:!!All relatives","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In married couple families:!!Non-relatives","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In married couple families:!!Non-relatives","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!All relatives","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!All relatives","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!Non-relatives","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!Non-relatives","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!All relatives","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!All relatives","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!Non-relatives","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!Non-relatives","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Householder:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Householder:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Householder:!!Living alone","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Householder:!!Living alone","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Householder:!!Not living alone","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Householder:!!Not living alone","Estimate!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Other living arrangement","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!In non-family households and other living arrangement:!!Other living arrangement","Estimate!!Total:!!Income in the past 12 months at or above poverty level:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In married couple families:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In married couple families:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In married couple families:!!All relatives","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In married couple families:!!All relatives","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In married couple families:!!Non-relatives","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In married couple families:!!Non-relatives","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!All relatives","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!All relatives","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!Non-relatives","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Male householder, no spouse present:!!Non-relatives","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!All relatives","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!All relatives","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!Non-relatives","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In family households:!!In other families:!!Female householder, no spouse present:!!Non-relatives","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Householder:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Householder:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Householder:!!Living alone","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Householder:!!Living alone","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Householder:!!Not living alone","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Householder:!!Not living alone","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Other living arrangement","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!In non-family households and other living arrangement:!!Other living arrangement",
"1500000US170310101001","Block Group 1, Census Tract 101, Cook County, Illinois","640","285","85","79","36","57","0","12","0","12","0","12","36","57","0","12","0","12","0","12","36","57","36","57","0","12","49","54","49","54","49","54","0","12","0","12","555","294","517","298","517","298","507","292","10","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","38","42","38","42","38","42","0","12","0","12",
"1500000US170310101002","Block Group 2, Census Tract 101, Cook County, Illinois","2286","526","1001","460","670","452","285","355","285","355","0","12","385","286","0","12","0","12","0","12","385","286","385","286","0","12","331","149","236","141","223","138","13","21","95","45","1285","468","782","425","464","298","464","298","0","12","318","272","0","12","0","12","0","12","318","272","318","272","0","12","503","232","366","163","244","147","122","92","137","119",
"1500000US170310101003","Block Group 3, Census Tract 101, Cook County, Illinois","1618","393","167","115","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","167","115","146","108","146","108","0","12","21","33","1451","400","645","375","552","370","552","370","0","12","93","83","0","12","0","12","0","12","93","83","93","83","0","12","806","243","713","201","608","190","105","84","93","84",
"1500000US170310102011","Block Group 1, Census Tract 102.01, Cook County, Illinois","1761","514","496","386","305","330","0","12","0","12","0","12","305","330","17","27","0","12","17","27","288","326","288","326","0","12","191","165","117","99","82","87","35","42","74","92","1265","363","933","352","472","247","450","236","22","35","461","300","159","139","159","139","0","12","302","268","277","270","25","44","332","145","282","117","243","109","39","43","50","56",
"1500000US170310102012","Block Group 2, Census Tract 102.01, Cook County, Illinois","1918","735","770","613","725","613","0","12","0","12","0","12","725","613","142","233","142","233","0","12","583","575","583","575","0","12","45","54","10","18","0","12","10","18","35","39","1148","373","862","334","614","275","614","275","0","12","248","203","121","142","50","78","71","83","127","153","127","153","0","12","286","196","177","106","94","76","83","85","109","115",
"1500000US170310102013","Block Group 3, Census Tract 102.01, Cook County, Illinois","2188","853","735","544","600","511","534","497","534","497","0","12","66","106","0","12","0","12","0","12","66","106","66","106","0","12","135","148","135","148","126","145","9","18","0","12","1453","777","1218","783","1083","728","1083","728","0","12","135","148","17","37","17","37","0","12","118","144","118","144","0","12","235","145","159","84","123","72","36","42","76","84",
"1500000US170310102014","Block Group 4, Census Tract 102.01, Cook County, Illinois","1607","461","199","155","46","85","46","85","46","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","153","115","58","66","58","66","0","12","95","94","1408","498","927","392","501","307","501","307","0","12","426","366","239","296","239","296","0","12","187","208","148","164","39","60","481","339","345","238","264","207","81","123","136","160",
"1500000US170310102021","Block Group 1, Census Tract 102.02, Cook County, Illinois","1277","321","283","175","162","163","108","145","108","145","0","12","54","61","18","28","0","12","18","28","36","54","36","54","0","12","121","53","107","53","107","53","0","12","14","22","994","318","620","286","150","203","150","203","0","12","470","266","224","195","206","178","18","28","246","159","246","159","0","12","374","160","272","97","172","71","100","64","102","81",
"1500000US170310102022","Block Group 2, Census Tract 102.02, Cook County, Illinois","1548","421","187","142","120","134","83","129","62","97","21","32","37","45","16","24","16","24","0","12","21","38","21","38","0","12","67","48","42","32","36","31","6","10","25","32","1361","394","1056","381","625","276","625","276","0","12","431","265","152","136","106","95","46","41","279","259","268","257","11","20","305","161","210","90","113","51","97","76","95","80",
"1500000US170310103001","Block Group 1, Census Tract 103, Cook County, Illinois","727","191","165","103","51","80","51","80","51","80","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","114","73","109","74","109","74","0","12","5","6","562","157","317","148","283","137","283","137","0","12","34","53","0","12","0","12","0","12","34","53","34","53","0","12","245","89","223","82","205","86","18","28","22","35",
"1500000US170310103002","Block Group 2, Census Tract 103, Cook County, Illinois","2149","1069","140","106","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","140","106","99","80","99","80","0","12","41","69","2009","1071","1573","1077","1385","1061","1385","1061","0","12","188","209","0","12","0","12","0","12","188","209","156","171","32","51","436","162","392","139","339","129","53","67","44","79",
"1500000US170310103003","Block Group 3, Census Tract 103, Cook County, Illinois","1172","332","167","175","65","165","0","12","0","12","0","12","65","165","0","12","0","12","0","12","65","165","65","165","0","12","102","73","55","50","55","50","0","12","47","54","1005","250","355","174","181","135","181","135","0","12","174","155","42","80","42","80","0","12","132","130","115","115","17","29","650","185","613","175","519","181","94","93","37","61",
"1500000US170310103004","Block Group 4, Census Tract 103, Cook County, Illinois","1144","286","152","126","99","113","0","12","0","12","0","12","99","113","99","113","99","113","0","12","0","12","0","12","0","12","53","51","46","52","46","52","0","12","7","8","992","297","419","239","189","136","189","136","0","12","230","210","202","201","170","159","32","56","28","45","28","45","0","12","573","235","441","197","330","192","111","70","132","86",
"1500000US170310104001","Block Group 1, Census Tract 104, Cook County, Illinois","993","336","258","184","106","176","0","12","0","12","0","12","106","176","0","12","0","12","0","12","106","176","106","176","0","12","152","94","152","94","121","81","31","45","0","12","735","291","308","208","308","208","308","208","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","427","211","289","123","197","96","92","89","138","116",
"1500000US170310104002","Block Group 2, Census Tract 104, Cook County, Illinois","1147","363","125","107","53","81","0","12","0","12","0","12","53","81","21","68","7","25","14","43","32","51","32","51","0","12","72","68","25","29","25","29","0","12","47","60","1022","337","507","265","169","130","169","130","0","12","338","224","50","69","29","44","21","27","288","235","288","235","0","12","515","202","408","181","323","186","85","72","107","73",
"1500000US170310104003","Block Group 3, Census Tract 104, Cook County, Illinois","1472","535","399","195","18","29","18","29","0","12","18","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","381","194","237","128","157","113","80","65","144","106","1073","529","424","306","308","313","308","313","0","12","116","146","29","49","29","49","0","12","87","139","67","107","20","33","649","473","612","469","556","469","56","52","37","43",
"1500000US170310105011","Block Group 1, Census Tract 105.01, Cook County, Illinois","921","295","110","121","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","110","121","26","31","26","31","0","12","84","118","811","285","394","269","282","183","282","183","0","12","112","175","112","175","112","175","0","12","0","12","0","12","0","12","417","231","373","205","338","196","35","54","44","62",
"1500000US170310105012","Block Group 2, Census Tract 105.01, Cook County, Illinois","1685","306","163","142","115","134","0","12","0","12","0","12","115","134","0","12","0","12","0","12","115","134","115","134","0","12","48","47","0","12","0","12","0","12","48","47","1522","310","671","255","534","256","534","256","0","12","137","198","0","12","0","12","0","12","137","198","137","198","0","12","851","244","682","152","511","148","171","116","169","139",
"1500000US170310105013","Block Group 3, Census Tract 105.01, Cook County, Illinois","1429","606","248","118","47","53","20","33","20","33","0","12","27","41","0","12","0","12","0","12","27","41","27","41","0","12","201","105","182","94","166","91","16","26","19","29","1181","628","745","597","639","587","639","587","0","12","106","132","89","120","89","120","0","12","17","53","17","53","0","12","436","170","365","143","285","138","80","58","71","60",
"1500000US170310105021","Block Group 1, Census Tract 105.02, Cook County, Illinois","1008","205","385","199","191","212","0","12","0","12","0","12","191","212","173","214","149","181","24","34","18","28","18","28","0","12","194","118","114","79","69","66","45","45","80","58","623","163","284","145","208","109","208","109","0","12","76","93","76","93","76","93","0","12","0","12","0","12","0","12","339","90","253","68","157","63","96","39","86","42",
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","1880","350","538","228","167","153","0","12","0","12","0","12","167","153","0","12","0","12","0","12","167","153","167","153","0","12","371","184","145","67","67","46","78","51","226","134","1342","259","641","262","558","259","558","259","0","12","83","67","34","36","34","36","0","12","49","56","49","56","0","12","701","130","565","102","477","98","88","40","136","83",
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","1251","294","760","264","144","154","144","154","144","154","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","616","229","351","129","237","104","114","83","265","144","491","163","268","145","150","101","150","101","0","12","118","108","49","65","33","44","16","22","69","113","69","113","0","12","223","90","185","72","140","62","45","33","38","32",
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","722","302","421","291","49","61","0","12","0","12","0","12","49","61","14","23","0","12","14","23","35","57","35","57","0","12","372","286","168","95","95","48","73","81","204","225","301","91","147","76","52","57","52","57","0","12","95","52","58","25","46","30","12","8","37","45","37","45","0","12","154","52","133","51","133","51","0","12","21","30",
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","1889","742","239","376","239","376","0","12","0","12","0","12","239","376","0","12","0","12","0","12","239","376","239","376","0","12","0","12","0","12","0","12","0","12","0","12","1650","573","1177","557","495","253","495","253","0","12","682","529","370","486","370","486","0","12","312","214","251","190","61","97","473","151","384","115","305","110","79","56","89","65",
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","799","752","49","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","49","68","12","20","0","12","12","20","37","49","750","755","667","755","667","755","667","755","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","83","63","68","64","68","64","0","12","15","20",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","2386","608","451","299","169","263","0","12","0","12","0","12","169","263","0","12","0","12","0","12","169","263","169","263","0","12","282","173","118","81","8","12","110","80","164","99","1935","567","1159","541","1032","539","1032","539","0","12","127","104","127","104","103","84","24","36","0","12","0","12","0","12","776","225","516","196","384","174","132","102","260","141",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","1141","337","291","184","90","143","90","143","90","143","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","201","122","184","114","171","112","13","22","17","27","850","292","400","285","314","267","314","267","0","12","86","98","0","12","0","12","0","12","86","98","86","98","0","12","450","196","281","115","137","76","144","88","169","97",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","1525","521","315","216","240","210","25","39","25","39","0","12","215","210","46","67","46","67","0","12","169","194","169","194","0","12","75","44","53","39","44","36","9","15","22","33","1210","508","995","515","794","530","794","530","0","12","201","140","162","126","162","126","0","12","39","69","39","69","0","12","215","79","169","73","114","70","55","47","46","37",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","2037","307","204","118","158","110","64","62","53","59","11","20","94","87","32","57","22","39","10","19","62","70","35","58","27","40","46","44","30","36","30","36","0","12","16","24","1833","311","1457","299","788","269","788","269","0","12","669","273","137","143","125","138","12","17","532","266","517","264","15","25","376","139","273","83","188","64","85","55","103","73",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","1869","564","456","359","413","350","303","348","265","337","38","35","110","109","23","46","23","46","0","12","87","112","87","112","0","12","43","75","9","14","9","14","0","12","34","74","1413","490","1158","511","860","433","860","433","0","12","298","253","0","12","0","12","0","12","298","253","298","253","0","12","255","85","211","78","177","79","34","24","44","30",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","1195","601","111","75","53","82","53","82","53","82","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","58","34","24","19","16","18","8","13","34","24","1084","598","794","584","563","625","563","625","0","12","231","211","231","211","231","211","0","12","0","12","0","12","0","12","290","104","228","82","185","82","43","35","62","50",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","1324","421","273","214","126","202","126","202","126","202","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","147","80","78","56","53","58","25","22","69","54","1051","345","595","319","523","313","523","313","0","12","72","84","47","75","37","58","10","17","25","40","25","40","0","12","456","179","281","97","127","65","154","84","175","96",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","818","715","69","64","36","55","36","55","36","55","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","33","31","33","31","33","31","0","12","0","12","749","719","668","722","668","722","668","722","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","81","60","81","60","81","60","0","12","0","12",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","1980","398","253","147","205","134","205","134","205","134","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","48","48","22","23","22","23","0","12","26","42","1727","397","1451","390","859","335","851","332","8","14","592","360","67","73","67","73","0","12","525","353","490","315","35","59","276","115","205","85","114","73","91","62","71","53",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","1762","572","160","89","69","62","26","40","26","40","0","12","43","48","19","30","0","12","19","30","24","35","24","35","0","12","91","65","58","55","58","55","0","12","33","34","1602","570","1192","563","578","331","578","331","0","12","614","488","407","459","388","450","19","29","207","168","207","168","0","12","410","122","371","112","363","112","8","12","39","43",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","1300","335","61","100","61","100","61","100","61","100","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1239","327","1161","339","1161","339","1161","339","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","78","68","78","68","78","68","0","12","0","12",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","1689","663","413","385","310","372","0","12","0","12","0","12","310","372","70","87","0","12","70","87","240","372","240","372","0","12","103","101","15","29","15","29","0","12","88","97","1276","672","1206","677","906","604","906","604","0","12","300","318","300","318","291","316","9","15","0","12","0","12","0","12","70","66","46","46","46","46","0","12","24","49",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","1957","546","181","222","181","222","154","216","145","221","9","13","27","30","27","30","0","12","27","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1776","538","1680","524","1489","572","1489","572","0","12","191","153","167","143","167","143","0","12","24","42","24","42","0","12","96","102","81","92","66","89","15","24","15","25",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","2034","886","128","179","114","175","0","12","0","12","0","12","114","175","0","12","0","12","0","12","114","175","114","175","0","12","14","22","14","22","0","12","14","22","0","12","1906","863","1803","879","1568","956","1568","956","0","12","235","207","20","35","20","35","0","12","215","200","215","200","0","12","103","67","74","50","60","48","14","23","29","36",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","1759","400","283","183","200","175","200","175","200","175","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","83","62","83","62","83","62","0","12","0","12","1476","389","1071","390","916","373","916","373","0","12","155","90","41","66","41","66","0","12","114","64","114","64","0","12","405","104","387","98","370","96","17","18","18","20",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","1728","581","258","261","212","264","212","264","212","264","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","46","29","46","29","46","29","0","12","0","12","1470","508","1250","504","1208","501","1208","501","0","12","42","61","0","12","0","12","0","12","42","61","42","61","0","12","220","106","220","106","220","106","0","12","0","12",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","1960","434","97","91","50","79","50","79","50","79","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","47","46","43","46","43","46","0","12","4","7","1863","437","1793","433","1491","386","1491","386","0","12","302","269","279","267","279","267","0","12","23","35","23","35","0","12","70","50","69","50","69","50","0","12","1","2",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","1086","342","73","58","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","73","58","48","50","48","50","0","12","25","28","1013","361","867","363","783","337","783","337","0","12","84","103","0","12","0","12","0","12","84","103","84","103","0","12","146","102","105","61","55","43","50","46","41","51",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","1456","852","112","124","94","125","0","12","0","12","0","12","94","125","36","36","0","12","36","36","58","117","58","117","0","12","18","19","18","19","18","19","0","12","0","12","1344","858","1226","857","1102","866","1102","866","0","12","124","114","124","114","124","114","0","12","0","12","0","12","0","12","118","89","93","61","71","50","22","35","25","39",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","2191","433","190","107","114","98","64","59","50","55","14","22","50","78","0","12","0","12","0","12","50","78","50","78","0","12","76","45","52","45","30","37","22","35","24","19","2001","440","1736","444","1526","454","1512","455","14","22","210","121","52","59","52","59","0","12","158","111","141","101","17","20","265","87","225","77","197","72","28","24","40","48",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","931","446","100","136","82","133","0","12","0","12","0","12","82","133","82","133","0","12","82","133","0","12","0","12","0","12","18","30","18","30","0","12","18","30","0","12","831","334","693","337","278","142","265","131","13","19","415","321","336","325","315","311","21","33","79","71","79","71","0","12","138","64","115","61","115","61","0","12","23","37",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","1053","230","183","131","65","107","65","107","65","107","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","118","77","89","67","82","66","7","10","29","42","870","210","705","205","607","182","607","182","0","12","98","110","98","110","75","81","23","32","0","12","0","12","0","12","165","60","138","55","98","53","40","38","27","18",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","2011","437","254","213","186","208","67","82","67","82","0","12","119","182","0","12","0","12","0","12","119","182","97","148","22","34","68","40","38","28","19","18","19","22","30","30","1757","394","1565","399","1259","329","1259","329","0","12","306","210","160","209","160","209","0","12","146","128","146","128","0","12","192","65","175","64","154","60","21","30","17","20",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","2661","802","667","411","582","399","282","292","282","292","0","12","300","298","300","298","261","294","39","63","0","12","0","12","0","12","85","71","67","61","59","59","8","16","18","29","1994","819","1823","816","1274","698","1274","698","0","12","549","438","222","231","136","214","86","99","327","381","327","381","0","12","171","164","107","89","82","79","25","41","64","102",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","1604","898","244","227","191","218","88","141","88","141","0","12","103","166","103","166","0","12","103","166","0","12","0","12","0","12","53","64","0","12","0","12","0","12","53","64","1360","732","1159","711","540","276","540","276","0","12","619","692","432","697","432","697","0","12","187","200","187","200","0","12","201","145","121","83","57","54","64","58","80","72",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","1535","456","205","137","77","101","70","87","70","87","0","12","7","73","0","12","0","12","0","12","7","73","7","73","0","12","128","87","128","87","128","87","0","12","0","12","1330","478","1278","483","1072","437","1072","437","0","12","206","224","111","174","73","114","38","60","95","144","95","144","0","12","52","50","52","50","52","50","0","12","0","12",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","714","319","406","309","138","214","126","212","126","212","0","12","12","20","0","12","0","12","0","12","12","20","0","12","12","20","268","257","128","187","128","187","0","12","140","168","308","190","210","179","118","147","118","147","0","12","92","101","52","81","36","56","16","25","40","63","40","63","0","12","98","69","98","69","46","35","52","61","0","12",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","1586","451","18","28","14","27","14","27","0","12","14","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","7","4","7","4","7","0","12","0","12","1568","443","1308","426","1308","426","1308","426","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","260","241","189","149","130","111","59","96","71","116",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","3836","1169","1675","1159","1675","1159","410","377","410","377","0","12","1265","1144","491","806","424","694","67","112","774","825","774","825","0","12","0","12","0","12","0","12","0","12","0","12","2161","718","1943","697","1205","525","1205","525","0","12","738","613","251","278","251","278","0","12","487","543","487","543","0","12","218","201","218","201","218","201","0","12","0","12",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","690","262","157","156","86","144","86","144","86","144","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","71","54","17","27","17","27","0","12","54","46","533","233","348","237","176","122","176","122","0","12","172","199","0","12","0","12","0","12","172","199","172","199","0","12","185","133","178","121","153","115","25","39","7","45",
