cluster_id,n_block_groups,area_sq_km,compactness,avg_poverty_rate,avg_median_income
0,20,2.255696610500005e-09,49.263980598830535,9.022768743224487,77780.3
1,30,3.814805346999944e-09,44.83016226236747,5.635323924147288,103243.66666666667
2,36,9.054950160000365e-10,63.48290810653388,17.155948019797066,60041.555555555555
3,11,1.894122965000075e-10,58.326491894214904,4.984406320126258,189678.9090909091
4,507,4.071701034099989e-08,427.8224383787255,7.721726725430588,83448.73175542406
5,254,3.086705890049995e-08,370.6242367598229,16.011595350599887,55540.996062992126
6,26,1.3889859529999937e-08,33.23469751773235,6.253174393437584,114082.76923076923
7,22,1.5272465164999402e-09,79.2286323122172,19.35995324925472,53940.40909090909
8,17,9.055367880000494e-10,80.22616518928658,8.440458902577369,93616.4705882353
9,74,6.019285219000106e-09,74.01187921469429,13.311618905634708,55190.43243243243
10,303,8.199145378999993e-09,281.71340752163655,24.458678256180953,40488.551155115514
11,24,1.2465994424999917e-09,54.61695110906758,4.88889505798408,95850.75
12,45,1.0901696879999538e-09,184.1719850505307,15.968593124224073,48787.688888888886
13,62,1.30590718600003e-09,250.05074702081149,13.56715618548072,59338.596774193546
14,76,1.536969131999935e-09,91.0577379294153,6.435394805018227,146024.48684210525
15,22,5.261631245e-10,96.72563255617261,12.339559367953989,94337.59090909091
16,53,9.025883029999548e-10,150.2155981715018,14.783695756734556,66231.94339622642
17,38,4.57934034499954e-10,101.96741964780745,10.879045205588744,69287.86842105263
18,44,1.2579988984999713e-09,90.97069843462332,43.554545639080864,24558.25
19,43,3.960578756999877e-09,130.48426197107182,15.858137260089386,55486.27906976744
20,161,9.277466054500139e-09,239.88134961446053,30.573877329725203,36184.31055900621
21,79,3.8934483689999924e-09,67.0798241486749,10.494600934212755,73492.17721518988
22,17,3.2508015850002006e-10,88.72543632600856,19.95342445594235,47687.17647058824
23,34,6.085615679999583e-10,47.88467545803249,13.042590908899822,67205.41176470589
24,47,3.166350207499935e-09,105.76615037367807,6.252890039628609,104221.9574468085
25,41,5.651040435499923e-09,56.34815852145023,7.848554316382757,75808.29268292683
26,120,6.669379424000065e-09,144.76224205827833,10.770658250926841,62273.5
27,46,1.1915744815000136e-09,112.72587248084338,7.814901190521039,79763.91304347826
28,17,3.340775325000324e-10,78.21827211017636,8.274625809494772,92960.64705882352
29,73,2.4334662045000705e-09,144.449389233929,18.35027048935641,57799.01369863014
30,13,7.125442895000248e-10,48.51461935222901,12.097867355323967,75361.92307692308
31,93,2.825941742000025e-09,228.2310269533097,38.26942026777437,25026.59139784946
32,10,1.2368965864999931e-09,56.21368090525254,3.1632141669047327,115922.2
33,44,4.195231806499923e-09,84.5491175818133,3.068557990142382,115669.02272727272
34,19,3.0041369845000442e-09,132.27662743676643,6.927184229054857,59927.57894736842
35,33,5.976453263500029e-09,39.00336040896842,8.045565203721248,87583.45454545454
36,14,5.832126850000111e-10,35.76216202085822,23.205922953811317,60752.78571428572
37,36,5.723133155000149e-10,58.093040816229966,21.262752156705353,47314.61111111111
38,85,5.211025800499923e-09,186.07426290526266,9.580005585229989,71071.48235294118
39,23,4.656569135499952e-09,46.74647422962051,4.276296664395142,105625.0
40,15,2.3186840150004621e-10,41.72010306303577,30.568142409047844,40682.0
41,40,1.1095621715000726e-09,59.35449755918803,20.379516406447006,64000.825
42,15,1.0833296505000254e-09,57.96247671481263,4.47337597712555,115564.46666666666
43,19,2.7838842505000607e-09,198.01400367653275,2.7619564062950483,165792.26315789475
44,26,1.9818384025000204e-09,50.38732694487621,2.5965074075818846,169039.76923076922
45,25,5.632203152000016e-09,128.66282886141786,3.8826457248521105,92484.52
46,25,4.190635516000048e-09,113.92866086224434,8.705770432051501,84938.96
47,12,2.2430017159999825e-09,48.44962522084219,4.066066404791337,116839.66666666667
48,10,4.166896270000295e-10,68.4882542670594,8.151102138357349,91342.1
49,14,4.91010135499995e-10,68.18377929127973,6.309630767654565,154201.7142857143
50,12,4.845382620000563e-10,64.01871176979787,7.710908907588155,150825.66666666666
51,24,1.1951604299999908e-09,57.425670705083355,6.028277272212176,112738.66666666667
52,10,4.6461521649997813e-10,60.675103304537544,5.3107134768151045,147113.7
53,12,1.6644767189999607e-09,129.10079375857438,1.919043116645403,200653.5
54,28,1.0074006400000213e-09,117.21084545133775,9.49426149986438,64455.142857142855
55,14,4.874193479999587e-10,80.96634795053993,28.97598365550028,33459.142857142855
56,56,1.921707131500084e-09,107.47387162311405,16.565717810417603,55348.625
57,16,4.749407185000053e-10,49.77373903652648,16.22446645974457,59951.625
58,14,5.608521044999646e-10,105.46600085202667,7.660957839311367,81882.21428571429
59,12,5.88811739499963e-10,40.88812847394984,4.495560865497097,144463.5
60,14,2.07051664650001e-09,61.14555449650207,4.202992116189009,134384.7142857143
61,11,2.3078770745000053e-09,66.35792625026941,5.164050452930937,104206.18181818182
62,13,3.922709144999883e-10,54.08125383971679,2.739455117742174,113175.38461538461
63,11,4.851365264999512e-10,52.879903302849854,7.071270084008059,106006.45454545454
64,19,2.73148364000011e-10,82.87926177981558,6.1261092769221674,113293.36842105263
65,26,2.782413825000255e-10,84.21189799206188,7.8591976245774235,113465.80769230769
66,22,5.880218244999964e-10,87.06312880601703,11.213635772191942,70511.45454545454
67,32,1.7657945896999934e-08,37.62243215974431,3.0885306615908146,147754.59375
68,78,1.806941237499942e-09,117.80420968052654,8.686919683611949,109463.58974358975
69,12,7.235422270000173e-10,61.08303765172629,4.946807169563361,141822.66666666666
70,12,3.745858534999899e-10,133.41378627923535,7.919447825673946,70610.91666666667
71,17,5.154626395000148e-10,59.51557659990188,23.414447745347868,49987.117647058825
72,19,1.6007538899994939e-10,55.77038554634446,19.020934456253617,44752.36842105263
73,14,3.5096699449999334e-10,65.75637261419479,5.20191600974308,134876.2857142857
74,54,2.5297403309999964e-09,147.41160610072242,12.369484463210515,55451.12962962963
75,12,6.160753795000194e-10,32.425677770524814,5.418753919592652,124389.16666666667
76,24,2.735222905499901e-09,74.9651217560684,4.212136419951194,81591.54166666667
77,13,5.911971830000365e-10,57.6970918412538,3.0191936896454927,162159.6923076923
78,11,6.369830124999167e-10,29.011495500889872,21.17314435679425,50829.72727272727
79,13,4.2337980399997147e-10,79.72948152735866,5.191842415151135,79047.38461538461
80,19,3.638545555000168e-10,153.52397301870033,7.226578769505658,82190.36842105263
81,19,9.646362509999951e-10,132.19229880619784,3.533241832357318,121839.78947368421
82,11,7.90095935000038e-10,59.10836982445477,8.118056440462825,94458.72727272728
83,23,1.4768927760000195e-09,65.0880909191763,3.6600312370462746,115254.69565217392
84,12,7.930095629999717e-10,58.94938696471675,3.9856245828932284,142256.0
85,15,5.606063135000089e-10,48.59441364148197,4.5273211091608845,185773.46666666667
86,15,4.013847914999894e-10,44.916506887606324,10.315353720694121,76891.06666666667
87,11,2.1721088149999747e-10,40.18301232600206,9.08261704490481,91670.72727272728
88,10,1.3215041099999076e-10,69.55728063398158,11.914570156661982,83695.0
89,13,3.656159739999266e-10,60.45618477141919,6.024418120243534,87938.84615384616
